behavior_id,customer_id,device_id,behavior_risk_score,current_city
BH010701,C00023,D01230,91.43,Guna
BH010702,C01240,D00803,43.49,Nagpur
BH010703,C00533,D00982,39.69,Bhagalpur
BH010704,C00050,D00598,44.81,Kolhapur
BH010705,C01960,D01492,33.06,Gaya
BH010706,C00072,D01005,71.03,Bhind
BH010707,C01512,D01456,21.59,Aizawl
BH010708,C00161,D00796,34.23,Udaipur
BH010709,C01611,D01267,24.25,Rajkot
BH010710,C00054,D00504,6.14,North Dumdum
BH010711,C00060,D01483,25.02,Gorakhpur
BH010712,C01226,D01018,69.02,Orai
BH010713,C00114,D00109,22.09,Satara
BH010714,C01390,D00161,43.02,Malegaon
BH010715,C00480,D01340,94.42,Nagaon
BH010716,C00215,D00615,5.95,Burhanpur
BH010717,C00713,D01457,57.33,Guntur
BH010718,C01915,D00419,37.31,Parbhani
BH010719,C00651,D00342,75.9,Thanjavur
BH010720,C00332,D01286,63.39,Singrauli
BH010721,C01258,D00044,9.85,Hyderabad
BH010722,C00010,D00493,56.16,Nangloi Jat
BH010723,C00137,D01008,87.55,Madanapalle
BH010724,C00907,D00928,43.35,Giridih
BH010725,C01445,D00285,41.87,Ulhasnagar
BH010726,C00158,D00268,91.85,Karawal Nagar
BH010727,C00256,D01137,15.54,Mehsana
BH010728,C00354,D00684,22.95,Guntakal
BH010729,C00551,D00550,34.25,Alappuzha
BH010730,C01667,D00036,83.52,Amravati
BH010731,C01287,D01483,45.28,Danapur
BH010732,C00376,D00030,83.71,Nagercoil
BH010733,C00220,D00665,23.75,Saharanpur
BH010734,C00681,D01109,96.27,Kolhapur
BH010735,C00730,D00086,27.52,Tirupati
BH010736,C01674,D01317,9.31,Udaipur
BH010737,C01204,D00275,7.03,Tumkur
BH010738,C01066,D00480,64.89,Berhampur
BH010739,C00987,D01394,78.62,Bijapur
BH010740,C01335,D01174,95.92,Shahjahanpur
BH010741,C00569,D00992,84.44,Mahbubnagar
BH010742,C01530,D00667,27.21,Ulhasnagar
BH010743,C00009,D00595,56.83,Tezpur
BH010744,C01477,D01012,46.21,Pimpri-Chinchwad
BH010745,C01365,D01306,90.25,Gaya
BH010746,C00281,D00607,5.49,Bellary
BH010747,C00282,D00060,36.44,Deoghar
BH010748,C01222,D00830,60.24,Siwan
BH010749,C00632,D00797,14.51,Ahmedabad
BH010750,C00917,D01280,57.39,Bathinda
BH010751,C00615,D01109,28.83,Kalyan-Dombivli
BH010752,C00769,D01206,8.15,Pudukkottai
BH010753,C00961,D01256,74.61,Farrukhabad
BH010754,C01714,D01181,57.32,Haldia
BH010755,C01624,D01181,41.26,Katni
BH010756,C00966,D01448,80.56,Bokaro
BH010757,C00466,D01037,26.66,Solapur
BH010758,C00484,D01462,40.42,Kolkata
BH010759,C01221,D00444,7.24,Nadiad
BH010760,C01952,D00227,62.18,Patiala
BH010761,C01004,D01410,65.52,Hapur
BH010762,C01463,D01424,45.74,Kakinada
BH010763,C01567,D00088,43.29,Mau
BH010764,C00878,D00741,93.26,Munger
BH010765,C00732,D00273,57.24,Moradabad
BH010766,C00887,D00953,55.19,Dhanbad
BH010767,C01397,D00447,66.74,Pimpri-Chinchwad
BH010768,C01827,D00994,68.55,Alwar
BH010769,C01888,D00373,9.11,Belgaum
BH010770,C00058,D00134,73.22,Bardhaman
BH010771,C00819,D00801,30.3,Munger
BH010772,C01899,D00328,2.19,Tiruvottiyur
BH010773,C01110,D00695,13.69,Agra
BH010774,C01079,D00768,54.42,Saharsa
BH010775,C01922,D00821,3.95,Patiala
BH010776,C01626,D00207,82.82,Munger
BH010777,C01683,D01407,0.74,Guna
BH010778,C01231,D01201,49.4,Bhavnagar
BH010779,C00732,D00273,21.11,Satara
BH010780,C01874,D01302,34.32,Maheshtala
BH010781,C01585,D00307,73.7,Cuttack
BH010782,C00610,D00914,58.69,Munger
BH010783,C01417,D01173,64.49,Mahbubnagar
BH010784,C01076,D01409,82.6,Lucknow
BH010785,C01084,D00315,14.96,Bardhaman
BH010786,C00132,D00781,25.89,Saharanpur
BH010787,C00238,D00999,59.14,Bhopal
BH010788,C01580,D00785,82.25,Sri Ganganagar
BH010789,C00800,D00806,49.59,Gopalpur
BH010790,C00171,D00233,77.83,Amaravati
BH010791,C01648,D01366,97.11,Chapra
BH010792,C01568,D00629,61.38,Avadi
BH010793,C01305,D00301,87.99,Loni
BH010794,C00007,D01256,97.48,Loni
BH010795,C01370,D01487,47.65,Junagadh
BH010796,C01672,D00431,10.34,Vijayawada
BH010797,C00873,D00266,75.99,Navi Mumbai
BH010798,C01782,D01087,53.57,Ahmedabad
BH010799,C00897,D00398,47.72,Bidhannagar
BH010800,C01522,D01384,5.43,Raichur
BH010801,C01156,D00636,38.49,Baranagar
BH010802,C01222,D00830,29.28,Deoghar
BH010803,C01406,D00420,80.04,Firozabad
BH010804,C00157,D00165,50.32,Chittoor
BH010805,C01343,D00547,96.68,Kakinada
BH010806,C00356,D00671,37.11,Nandyal
BH010807,C01284,D01083,80.91,Uluberia
BH010808,C01487,D00079,21.32,Panipat
BH010809,C01871,D00868,79.58,Guntur
BH010810,C01813,D01427,24.06,Phusro
BH010811,C00676,D00332,66.02,Tezpur
BH010812,C00680,D00809,59.84,Malegaon
BH010813,C01514,D01323,35.92,Jaipur
BH010814,C01980,D00908,1.63,Coimbatore
BH010815,C01443,D00150,35.37,Cuttack
BH010816,C01780,D00681,12.73,Sonipat
BH010817,C01438,D00177,46.6,Bellary
BH010818,C01584,D00600,89.75,Malda
BH010819,C01261,D01064,47.98,Siwan
BH010820,C00245,D01292,38.49,Burhanpur
BH010821,C00105,D01154,67.13,Thiruvananthapuram
BH010822,C01198,D00596,90.51,Tezpur
BH010823,C00355,D01024,12.01,Hospet
BH010824,C00093,D00629,88.84,Ballia
BH010825,C01330,D00062,14.36,Thanjavur
BH010826,C01380,D01093,84.42,Anantapuram
BH010827,C01169,D01139,86.39,Muzaffarpur
BH010828,C01909,D00871,38.66,Karnal
BH010829,C01014,D01349,77.76,Sasaram
BH010830,C00336,D00401,38.47,Miryalaguda
BH010831,C01882,D00509,52.49,Delhi
BH010832,C00866,D01094,40.34,Dibrugarh
BH010833,C00805,D01365,79.52,Proddatur
BH010834,C00612,D00837,91.48,Ahmedabad
BH010835,C01685,D00298,65.92,Narasaraopet
BH010836,C01174,D01083,33.92,Jodhpur
BH010837,C01583,D01306,97.24,Guntakal
BH010838,C01896,D00133,22.89,Nadiad
BH010839,C00716,D00050,31.12,Katni
BH010840,C01679,D01339,19.11,Muzaffarnagar
BH010841,C01873,D00804,96.63,New Delhi
BH010842,C00993,D00888,28.16,Nellore
BH010843,C00040,D00378,96.59,Aligarh
BH010844,C00856,D01087,18.07,Agartala
BH010845,C00776,D00207,28.08,Thrissur
BH010846,C01258,D01292,57.07,Jaipur
BH010847,C00815,D01320,56.65,Dibrugarh
BH010848,C01426,D01473,11.66,Raiganj
BH010849,C01530,D00181,30.95,Begusarai
BH010850,C01179,D00350,62.52,Jalna
BH010851,C00076,D01498,37.01,Kavali
BH010852,C00072,D01005,3.84,Thoothukudi
BH010853,C01988,D00858,69.28,Chandrapur
BH010854,C01223,D00081,22.83,Kadapa
BH010855,C00627,D00510,31.48,Ramgarh
BH010856,C01193,D01477,3.39,Singrauli
BH010857,C01376,D00972,84.53,Agartala
BH010858,C01509,D00454,29.79,Rewa
BH010859,C00940,D00610,38.77,Naihati
BH010860,C01079,D00768,97.32,Bhimavaram
BH010861,C00333,D00545,80.73,Anantapur
BH010862,C01080,D01092,48.44,Raebareli
BH010863,C00674,D01455,12.81,Bikaner
BH010864,C01913,D01202,37.16,Karaikudi
BH010865,C01559,D00573,85.98,Begusarai
BH010866,C01997,D00371,65.66,Chennai
BH010867,C01732,D00320,17.66,Berhampore
BH010868,C01100,D00111,62.66,Bhimavaram
BH010869,C00426,D00836,8.32,Guntur
BH010870,C00575,D00522,6.17,Tiruvottiyur
BH010871,C00023,D00022,21.34,Kalyan-Dombivli
BH010872,C00324,D00049,73.75,Agra
BH010873,C01100,D00111,59.95,Khammam
BH010874,C01681,D00403,39.74,Karnal
BH010875,C00410,D01394,54.14,Rourkela
BH010876,C00795,D00284,16.96,Malda
BH010877,C01308,D01268,78.87,Arrah
BH010878,C00862,D01097,78.19,Akola
BH010879,C00961,D01256,27.58,Sagar
BH010880,C00596,D00311,21.58,Ramgarh
BH010881,C00639,D00324,90.87,Korba
BH010882,C00175,D00179,8.47,Chandrapur
BH010883,C01904,D01091,6.78,Naihati
BH010884,C01584,D00600,98.51,Bhusawal
BH010885,C00587,D00197,93.3,Machilipatnam
BH010886,C00129,D01360,61.7,Alwar
BH010887,C01459,D01049,39.74,Karawal Nagar
BH010888,C01373,D00706,24.58,Mango
BH010889,C00720,D01059,59.58,Navi Mumbai
BH010890,C01345,D01204,71.4,Aligarh
BH010891,C00042,D00293,71.77,Ambarnath
BH010892,C01135,D00599,67.63,Junagadh
BH010893,C00874,D00529,73.71,Bathinda
BH010894,C00433,D00429,28.91,Saharsa
BH010895,C01206,D01380,75.58,Narasaraopet
BH010896,C01453,D01240,52.67,Serampore
BH010897,C01095,D00439,35.38,Kumbakonam
BH010898,C01314,D00836,39.04,Mumbai
BH010899,C01269,D01403,68.27,Varanasi
BH010900,C01748,D00067,56.96,Bidar
BH010901,C01811,D01114,57.6,Khora 
BH010902,C01137,D01369,92.06,Uluberia
BH010903,C00177,D00699,24.28,Bikaner
BH010904,C01961,D01102,82.77,Nandyal
BH010905,C00424,D01346,61.4,Avadi
BH010906,C00009,D00595,27.54,Unnao
BH010907,C01906,D00530,87.18,Jorhat
BH010908,C00120,D00694,90.66,Kozhikode
BH010909,C00554,D01160,25.12,Shimla
BH010910,C01530,D00181,15.68,Sonipat
BH010911,C01287,D01259,18.61,Vasai-Virar
BH010912,C01180,D01171,61.53,Parbhani
BH010913,C01175,D00132,31.58,Raebareli
BH010914,C01049,D00698,55.8,Pune
BH010915,C00355,D01024,61.99,Singrauli
BH010916,C00421,D00338,29.87,Visakhapatnam
BH010917,C00857,D00084,15.38,Shimoga
BH010918,C01819,D00610,53.08,Bangalore
BH010919,C00261,D01154,3.08,Mangalore
BH010920,C01728,D00669,4.21,Dehradun
BH010921,C01495,D01253,53.55,Nagercoil
BH010922,C00289,D00584,46.07,Kirari Suleman Nagar
BH010923,C01823,D00247,39.49,Rohtak
BH010924,C01953,D01257,95.66,Delhi
BH010925,C00385,D00886,47.56,Jamnagar
BH010926,C01884,D00460,32.76,Dindigul
BH010927,C01250,D01243,40.59,Gandhinagar
BH010928,C01659,D01002,17.24,Narasaraopet
BH010929,C00088,D01482,3.27,Hapur
BH010930,C00763,D00986,63.73,Mira-Bhayandar
BH010931,C01691,D00943,46.79,Loni
BH010932,C01304,D01187,74.33,Dhanbad
BH010933,C00326,D00410,17.89,Gandhinagar
BH010934,C00757,D00951,70.13,Muzaffarpur
BH010935,C01548,D00979,22.85,Phusro
BH010936,C00458,D00193,15.04,Aizawl
BH010937,C00952,D00380,47.79,Pudukkottai
BH010938,C01529,D00431,85.51,Nanded
BH010939,C01903,D01095,21.06,Kulti
BH010940,C00373,D00291,4.3,Jammu
BH010941,C01165,D00379,21.23,Silchar
BH010942,C01220,D01293,51.37,Latur
BH010943,C00760,D00859,19.38,Solapur
BH010944,C00835,D00856,94.11,Nagercoil
BH010945,C00278,D00771,91.8,Varanasi
BH010946,C01242,D00638,6.48,Vijayanagaram
BH010947,C00003,D00454,62.76,Parbhani
BH010948,C00707,D01226,26.93,Haridwar
BH010949,C01094,D00572,55.94,Rewa
BH010950,C00339,D00060,93.71,Bijapur
BH010951,C00306,D00189,28.57,Bahraich
BH010952,C00320,D00477,82.32,Madurai
BH010953,C01660,D01063,64.39,Hindupur
BH010954,C00453,D00779,50.87,Mehsana
BH010955,C01585,D00014,11.34,Kollam
BH010956,C01303,D01097,54.48,Fatehpur
BH010957,C00957,D01396,31.27,Nagpur
BH010958,C01204,D00275,7.65,Nandyal
BH010959,C00414,D01107,52.04,Ulhasnagar
BH010960,C01688,D00237,32.36,Jorhat
BH010961,C00416,D01420,36.59,Sasaram
BH010962,C01258,D00044,15.07,Madanapalle
BH010963,C01369,D01463,64.7,Kurnool
BH010964,C01234,D01224,32.46,Sonipat
BH010965,C01772,D01214,39.99,Shivpuri
BH010966,C00998,D00581,61.45,Kalyan-Dombivli
BH010967,C00841,D01394,86.28,Jamalpur
BH010968,C01407,D00816,55.93,Madanapalle
BH010969,C01152,D00252,34.63,Ozhukarai
BH010970,C00310,D00128,72.85,Tadipatri
BH010971,C01390,D01235,46.05,Bhopal
BH010972,C00992,D00101,14.9,Cuttack
BH010973,C00247,D01253,75.9,Ghaziabad
BH010974,C00721,D00999,36.12,Madhyamgram
BH010975,C00167,D00396,1.98,Guntakal
BH010976,C00247,D01253,52.51,Nadiad
BH010977,C00815,D01320,78.41,Lucknow
BH010978,C00480,D00362,93.52,Firozabad
BH010979,C00597,D01134,7.99,Durg
BH010980,C00133,D00977,88.43,New Delhi
BH010981,C01959,D00866,4.45,Phusro
BH010982,C00196,D01434,75.94,Bhavnagar
BH010983,C00742,D00942,87.24,Gangtok
BH010984,C00323,D00811,47.53,Aurangabad
BH010985,C00996,D00418,60.59,Visakhapatnam
BH010986,C00521,D00300,20.88,Jabalpur
BH010987,C01768,D00332,19.43,Satara
BH010988,C01565,D00053,10.96,Tadipatri
BH010989,C01172,D00971,67.35,Bhatpara
BH010990,C00357,D00801,82.53,Khora 
BH010991,C01182,D00043,70.58,Raipur
BH010992,C01288,D00110,57.57,Anantapur
BH010993,C00747,D01468,74.37,Gulbarga
BH010994,C01654,D00202,41.41,Yamunanagar
BH010995,C00393,D01154,39.0,Delhi
BH010996,C01619,D00441,85.36,Jamshedpur
BH010997,C01986,D00781,87.09,Berhampur
BH010998,C00797,D01318,20.48,Pondicherry
BH010999,C01565,D00877,5.67,Bikaner
BH011000,C00732,D00273,9.58,Kottayam
BH011001,C00193,D00361,46.53,Munger
BH011002,C01026,D00628,14.2,Lucknow
BH011003,C01250,D00442,42.28,Delhi
BH011004,C00430,D00296,81.63,Ratlam
BH011005,C01629,D01133,9.42,Tirunelveli
BH011006,C01661,D00898,51.68,Katni
BH011007,C00431,D01424,0.08,Haridwar
BH011008,C00374,D00420,39.71,Buxar
BH011009,C01270,D00657,47.42,Purnia
BH011010,C00204,D01400,56.71,Gandhidham
BH011011,C01025,D00384,17.52,Bhiwani
BH011012,C01795,D00901,25.6,Maheshtala
BH011013,C01018,D00501,50.46,Tiruvottiyur
BH011014,C01925,D01015,62.23,Jaipur
BH011015,C00798,D00197,75.48,Kottayam
BH011016,C00215,D01024,22.94,Bardhaman
BH011017,C00050,D00598,10.2,Phagwara
BH011018,C01355,D00099,67.88,Serampore
BH011019,C00542,D00622,23.12,Varanasi
BH011020,C01011,D01044,58.48,Pudukkottai
BH011021,C01837,D00883,72.4,Berhampur
BH011022,C01482,D00756,46.65,Kirari Suleman Nagar
BH011023,C00588,D00867,54.29,Chandigarh
BH011024,C00687,D00151,99.18,Erode
BH011025,C01866,D01220,80.11,Gwalior
BH011026,C00480,D01340,4.84,Bally
BH011027,C00828,D00016,79.68,Kishanganj
BH011028,C01647,D00679,83.34,Panchkula
BH011029,C00410,D01394,51.66,Coimbatore
BH011030,C01351,D00129,77.98,Karimnagar
BH011031,C01653,D00058,14.24,Bhubaneswar
BH011032,C01210,D00428,16.58,Saharsa
BH011033,C01239,D01272,8.26,Haldia
BH011034,C01796,D00896,40.9,Bhiwani
BH011035,C01738,D01227,55.5,Akola
BH011036,C00242,D00482,75.09,Hosur
BH011037,C00918,D01307,35.34,Ajmer
BH011038,C00455,D00973,18.16,Katihar
BH011039,C00593,D00473,48.13,Guna
BH011040,C01300,D01315,95.73,Korba
BH011041,C00595,D01132,12.17,Madurai
BH011042,C01104,D01061,24.55,Chandigarh
BH011043,C00577,D01163,4.31,Kota
BH011044,C00772,D01251,89.0,Sagar
BH011045,C00805,D00669,93.52,Rohtak
BH011046,C01721,D00440,62.77,Durgapur
BH011047,C00885,D00233,78.65,Bahraich
BH011048,C00051,D00462,91.6,Phagwara
BH011049,C00520,D01298,41.93,Agra
BH011050,C00264,D01084,14.27,Haridwar
BH011051,C01239,D00007,75.6,Rohtak
BH011052,C01652,D00268,6.59,Karimnagar
BH011053,C01307,D01025,82.68,Chandrapur
BH011054,C01207,D00697,12.41,Udaipur
BH011055,C00297,D00811,79.39,Meerut
BH011056,C01877,D00470,6.09,Raichur
BH011057,C01666,D00808,54.97,Varanasi
BH011058,C01856,D00247,12.96,Karimnagar
BH011059,C01302,D01070,25.96,Singrauli
BH011060,C01556,D00573,21.37,Bihar Sharif
BH011061,C01068,D00405,72.26,Gudivada
BH011062,C00221,D00952,59.33,Nellore
BH011063,C01283,D00487,41.41,Guna
BH011064,C00201,D00447,90.96,Bulandshahr
BH011065,C01860,D00053,31.7,Bhilwara
BH011066,C00183,D00188,79.12,Imphal
BH011067,C00951,D00508,1.65,Patna
BH011068,C00880,D01111,63.37,Kirari Suleman Nagar
BH011069,C00331,D01099,95.66,Gandhidham
BH011070,C01764,D00055,27.2,Miryalaguda
BH011071,C00315,D00466,6.41,Rohtak
BH011072,C00705,D00109,69.19,Nadiad
BH011073,C01522,D01384,0.14,Bellary
BH011074,C01321,D01065,12.78,Bareilly
BH011075,C01249,D00350,89.99,Begusarai
BH011076,C01844,D01286,12.15,Jammu
BH011077,C00701,D00852,16.05,Khandwa
BH011078,C01493,D01216,49.4,Sri Ganganagar
BH011079,C00109,D00268,34.58,Guwahati
BH011080,C01029,D01233,74.59,Ambattur
BH011081,C01071,D00463,38.98,Srinagar
BH011082,C00360,D00509,7.41,Singrauli
BH011083,C00518,D00203,46.8,Jhansi
BH011084,C01117,D01280,64.43,Ichalkaranji
BH011085,C00136,D00917,27.38,Karnal
BH011086,C01177,D00290,62.54,Fatehpur
BH011087,C00878,D00741,18.38,Serampore
BH011088,C01337,D00444,7.62,Bidar
BH011089,C00120,D00694,6.76,Rewa
BH011090,C01306,D01158,31.87,South Dumdum
BH011091,C01699,D00703,95.37,Bihar Sharif
BH011092,C01860,D00127,6.13,Kota
BH011093,C00266,D00545,39.58,Vijayawada
BH011094,C01022,D01413,47.32,Mehsana
BH011095,C00961,D01256,72.34,Dhule
BH011096,C00488,D00049,87.92,Varanasi
BH011097,C01836,D00138,12.09,Guwahati
BH011098,C01746,D01294,56.19,Thoothukudi
BH011099,C01798,D00132,83.8,Anand
BH011100,C01143,D00961,47.18,Tiruvottiyur
BH011101,C00204,D01400,56.15,Hyderabad
BH011102,C00850,D01247,32.12,Pudukkottai
BH011103,C01136,D00175,16.89,Madhyamgram
BH011104,C00845,D01473,44.54,Hajipur
BH011105,C01475,D01036,12.68,Agra
BH011106,C01480,D00817,67.58,Ramagundam
BH011107,C01892,D01476,78.61,Ozhukarai
BH011108,C01549,D00266,5.92,Haridwar
BH011109,C01210,D00428,46.98,Gandhinagar
BH011110,C00967,D01240,87.35,Mahbubnagar
BH011111,C00709,D00978,34.06,Tumkur
BH011112,C00207,D00705,38.93,Dibrugarh
BH011113,C00688,D00612,63.28,Karimnagar
BH011114,C00421,D00338,22.9,Panihati
BH011115,C00766,D00063,40.34,Etawah
BH011116,C00289,D00584,28.58,Jalna
BH011117,C01576,D01297,33.55,Kota
BH011118,C00957,D01396,94.73,Burhanpur
BH011119,C01534,D00750,93.28,Darbhanga
BH011120,C00948,D00832,93.15,Solapur
BH011121,C00040,D00378,43.14,Unnao
BH011122,C01134,D01033,30.66,Ballia
BH011123,C01072,D00065,63.18,Udaipur
BH011124,C01686,D00100,93.45,Yamunanagar
BH011125,C01311,D00457,58.04,Thiruvananthapuram
BH011126,C00788,D00080,25.27,Kirari Suleman Nagar
BH011127,C01290,D00925,12.18,Jamshedpur
BH011128,C01060,D00875,46.89,Dharmavaram
BH011129,C01044,D00760,8.39,Mathura
BH011130,C01187,D00947,12.85,Jammu
BH011131,C00907,D00928,90.39,Proddatur
BH011132,C00125,D01091,84.81,Dehri
BH011133,C00647,D01076,65.5,Malegaon
BH011134,C00605,D00340,23.37,Hosur
BH011135,C01108,D00152,99.69,North Dumdum
BH011136,C01192,D00826,92.88,Phusro
BH011137,C01123,D01362,85.16,Jabalpur
BH011138,C01867,D01328,32.2,Mahbubnagar
BH011139,C01792,D00684,10.52,Saharsa
BH011140,C00614,D00779,13.8,Haldia
BH011141,C01910,D01277,35.0,Mangalore
BH011142,C00193,D00361,34.71,Mau
BH011143,C00711,D00636,89.28,Vijayanagaram
BH011144,C00822,D00517,65.09,Bhopal
BH011145,C01232,D00686,45.25,Tiruppur
BH011146,C00471,D00100,10.66,Bongaigaon
BH011147,C01443,D00150,40.81,Agartala
BH011148,C00065,D00794,73.94,Karnal
BH011149,C00847,D00092,26.73,Gandhinagar
BH011150,C00298,D01256,38.53,Panvel
BH011151,C01452,D00678,52.04,Bhubaneswar
BH011152,C00942,D01348,12.52,Thoothukudi
BH011153,C01924,D00738,94.31,Berhampore
BH011154,C00732,D00273,27.42,Kota
BH011155,C01613,D00784,33.24,Ranchi
BH011156,C00066,D00460,34.06,Morbi
BH011157,C01359,D00150,53.52,Miryalaguda
BH011158,C00689,D00845,60.61,Vijayanagaram
BH011159,C01120,D00660,49.56,Serampore
BH011160,C00520,D01109,56.49,Eluru
BH011161,C00701,D00852,34.11,Yamunanagar
BH011162,C01490,D00361,95.41,Kharagpur
BH011163,C00182,D00409,32.83,Ratlam
BH011164,C01209,D00420,44.88,Ahmednagar
BH011165,C00850,D01247,57.09,Hubli–Dharwad
BH011166,C00221,D00952,99.63,Kochi
BH011167,C00117,D00630,88.54,Raebareli
BH011168,C01772,D01214,91.98,Serampore
BH011169,C01730,D00435,78.74,Jamshedpur
BH011170,C00092,D00837,23.36,Pune
BH011171,C00639,D00346,66.78,Medininagar
BH011172,C01555,D01038,8.1,Gopalpur
BH011173,C00865,D00105,10.37,Phusro
BH011174,C01588,D00429,3.03,Sonipat
BH011175,C00370,D00156,60.67,Bhiwandi
BH011176,C01027,D01426,31.17,Kochi
BH011177,C01483,D01425,5.29,Berhampur
BH011178,C01650,D00231,55.03,Kirari Suleman Nagar
BH011179,C01555,D00922,4.65,Kharagpur
BH011180,C01131,D01239,6.48,Gulbarga
BH011181,C01215,D00185,33.96,Jalgaon
BH011182,C00954,D00448,99.62,Sultan Pur Majra
BH011183,C01026,D00628,38.8,Kochi
BH011184,C00830,D00998,56.65,Moradabad
BH011185,C01968,D00051,93.18,Mehsana
BH011186,C00828,D00016,83.11,Pune
BH011187,C01843,D00057,12.65,Latur
BH011188,C01979,D00868,61.62,Chennai
BH011189,C01968,D00051,74.39,Vellore
BH011190,C00015,D01274,60.5,Kirari Suleman Nagar
BH011191,C01360,D00929,71.98,Kottayam
BH011192,C00259,D00469,32.89,Siliguri
BH011193,C02000,D00648,24.71,Satna
BH011194,C00619,D01261,59.9,Sambhal
BH011195,C01503,D01402,2.87,Ghaziabad
BH011196,C00855,D00809,38.18,Agra
BH011197,C01966,D00115,26.56,North Dumdum
BH011198,C00253,D00429,90.64,Tenali
BH011199,C00685,D00342,28.25,Navi Mumbai
BH011200,C01609,D01170,12.25,Bhavnagar
BH011201,C00575,D00522,76.52,Sambalpur
BH011202,C01191,D00087,75.48,Shimla
BH011203,C00023,D01230,11.58,Faridabad
BH011204,C00356,D00671,72.87,Chandrapur
BH011205,C01083,D00434,62.31,Bhind
BH011206,C00470,D01339,47.68,Jabalpur
BH011207,C00703,D01311,96.34,Kalyan-Dombivli
BH011208,C00620,D01243,9.65,Kollam
BH011209,C01991,D00685,78.92,Khora 
BH011210,C00805,D00669,17.94,Ambattur
BH011211,C00363,D01269,42.8,Ramgarh
BH011212,C00459,D00778,52.81,Madurai
BH011213,C01034,D00966,91.24,Mango
BH011214,C00819,D00801,6.7,Malegaon
BH011215,C01090,D00323,80.92,Pallavaram
BH011216,C00721,D00999,91.59,Jalgaon
BH011217,C01155,D00757,99.43,Serampore
BH011218,C01154,D00552,12.53,Ranchi
BH011219,C00581,D00793,74.63,Orai
BH011220,C00543,D00963,12.55,Ichalkaranji
BH011221,C01477,D00402,2.58,Shimoga
BH011222,C00366,D00782,85.1,Jabalpur
BH011223,C01078,D00775,94.12,Ratlam
BH011224,C00725,D01463,89.57,Bellary
BH011225,C00255,D01299,85.72,Tenali
BH011226,C01207,D00697,63.77,Bettiah
BH011227,C00836,D00019,80.54,Thiruvananthapuram
BH011228,C01919,D00510,15.57,Kumbakonam
BH011229,C01311,D00457,84.75,Parbhani
BH011230,C01757,D00354,7.95,Sangli-Miraj & Kupwad
BH011231,C00076,D01498,25.35,Indore
BH011232,C01617,D01322,90.0,Ramagundam
BH011233,C01941,D00464,27.6,Panvel
BH011234,C01595,D00190,87.36,Haridwar
BH011235,C01717,D01212,24.37,Akola
BH011236,C01281,D01136,67.24,Karimnagar
BH011237,C01539,D00033,78.11,Chapra
BH011238,C00727,D00292,5.26,Jalna
BH011239,C01876,D01206,12.68,Dhule
BH011240,C01344,D01109,72.57,Srikakulam
BH011241,C00711,D00397,8.46,Kharagpur
BH011242,C01278,D01273,14.54,Tiruppur
BH011243,C00844,D00403,84.38,Jamnagar
BH011244,C01416,D00397,77.1,Mumbai
BH011245,C01476,D00656,49.25,Jamnagar
BH011246,C01201,D00224,49.5,Chinsurah
BH011247,C00518,D00203,70.18,Ramgarh
BH011248,C01232,D00686,84.95,Nandyal
BH011249,C01835,D01251,56.44,Anantapuram
BH011250,C01966,D00115,35.69,Rewa
BH011251,C01169,D01139,4.42,Rampur
BH011252,C00077,D00796,11.62,Hubli–Dharwad
BH011253,C01394,D00958,21.83,Giridih
BH011254,C01168,D00518,80.42,Suryapet
BH011255,C00649,D00291,18.31,Ballia
BH011256,C00301,D00271,71.11,Durg
BH011257,C01809,D00041,0.45,Navi Mumbai
BH011258,C00180,D00217,16.9,Rampur
BH011259,C00103,D00791,1.99,Kota
BH011260,C01079,D00768,37.62,Ambarnath
BH011261,C00408,D00682,84.64,Silchar
BH011262,C01539,D00033,44.19,Dibrugarh
BH011263,C00474,D00082,84.77,Bathinda
BH011264,C00009,D00595,43.16,Ambala
BH011265,C01802,D00872,98.64,Arrah
BH011266,C00910,D01329,98.42,Nagercoil
BH011267,C00679,D00944,52.14,Tirupati
BH011268,C01039,D00090,99.73,Dhule
BH011269,C01351,D00113,1.41,Rohtak
BH011270,C00664,D00667,91.06,Bihar Sharif
BH011271,C01761,D00091,48.0,Alwar
BH011272,C01084,D00315,94.64,Bikaner
BH011273,C00519,D00795,1.52,Mau
BH011274,C01921,D01140,55.42,Eluru
BH011275,C01459,D01134,95.24,Bhopal
BH011276,C00961,D01256,46.67,Kavali
BH011277,C00997,D00589,75.42,Rajahmundry
BH011278,C00190,D00961,47.07,Proddatur
BH011279,C01398,D00153,10.88,Ahmednagar
BH011280,C00047,D00360,78.26,Bhilwara
BH011281,C01410,D01052,26.32,Shimoga
BH011282,C00232,D00406,41.52,Durgapur
BH011283,C01090,D00323,87.68,Bhatpara
BH011284,C01174,D01083,59.91,Madhyamgram
BH011285,C01123,D01362,74.04,Dhanbad
BH011286,C00741,D00164,99.86,Nagercoil
BH011287,C01679,D01048,70.93,Malegaon
BH011288,C01000,D00970,17.3,Kurnool
BH011289,C01738,D01227,47.06,Hospet
BH011290,C00667,D00807,11.67,Siwan
BH011291,C01679,D01339,48.14,Kirari Suleman Nagar
BH011292,C01490,D00361,24.75,Khora 
BH011293,C00075,D00459,23.23,Saharsa
BH011294,C01083,D00434,58.87,Raurkela Industrial Township
BH011295,C01940,D00848,86.76,Motihari
BH011296,C01180,D01171,57.58,Gangtok
BH011297,C01252,D00925,99.27,Thanjavur
