case_id,fraud_type,case_title,modus_operandi,fraud_pattern,investigation_summary,entities_involved,risk_indicators,resolution,regulatory_reference,created_at
CASE00445,ATO,Fraud Case 445,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-445,2026-06-08 20:07:51.071977
CASE00446,Card,Fraud Case 446,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-446,2026-06-08 20:07:51.071977
CASE00447,AML,Fraud Case 447,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-447,2026-06-08 20:07:51.071977
CASE00448,AML,Fraud Case 448,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-448,2026-06-08 20:07:51.071977
CASE00449,Mule,Fraud Case 449,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-449,2026-06-08 20:07:51.071977
CASE00450,Mule,Fraud Case 450,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-450,2026-06-08 20:07:51.071977
CASE00451,ATO,Fraud Case 451,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-451,2026-06-08 20:07:51.071977
CASE00452,ATO,Fraud Case 452,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-452,2026-06-08 20:07:51.071977
CASE00453,Mule,Fraud Case 453,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-453,2026-06-08 20:07:51.071977
CASE00454,Mule,Fraud Case 454,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-454,2026-06-08 20:07:51.071977
CASE00455,AML,Fraud Case 455,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-455,2026-06-08 20:07:51.071977
CASE00456,Mule,Fraud Case 456,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-456,2026-06-08 20:07:51.071977
CASE00457,Card,Fraud Case 457,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-457,2026-06-08 20:07:51.071977
CASE00458,Card,Fraud Case 458,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-458,2026-06-08 20:07:51.071977
CASE00459,AML,Fraud Case 459,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-459,2026-06-08 20:07:51.071977
CASE00460,AML,Fraud Case 460,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-460,2026-06-08 20:07:51.071977
CASE00461,AML,Fraud Case 461,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-461,2026-06-08 20:07:51.071977
CASE00462,Mule,Fraud Case 462,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-462,2026-06-08 20:07:51.071977
CASE00463,Card,Fraud Case 463,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-463,2026-06-08 20:07:51.071977
CASE00464,AML,Fraud Case 464,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-464,2026-06-08 20:07:51.071977
CASE00465,AML,Fraud Case 465,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-465,2026-06-08 20:07:51.071977
CASE00466,ATO,Fraud Case 466,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-466,2026-06-08 20:07:51.071977
CASE00467,ATO,Fraud Case 467,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-467,2026-06-08 20:07:51.071977
CASE00468,AML,Fraud Case 468,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-468,2026-06-08 20:07:51.071977
CASE00469,Card,Fraud Case 469,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-469,2026-06-08 20:07:51.071977
CASE00470,Mule,Fraud Case 470,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-470,2026-06-08 20:07:51.071977
CASE00471,ATO,Fraud Case 471,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-471,2026-06-08 20:07:51.071977
CASE00472,ATO,Fraud Case 472,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-472,2026-06-08 20:07:51.071977
CASE00473,Card,Fraud Case 473,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-473,2026-06-08 20:07:51.071977
CASE00474,ATO,Fraud Case 474,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-474,2026-06-08 20:07:51.071977
CASE00475,Card,Fraud Case 475,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-475,2026-06-08 20:07:51.071977
CASE00476,Card,Fraud Case 476,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-476,2026-06-08 20:07:51.071977
CASE00477,Mule,Fraud Case 477,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-477,2026-06-08 20:07:51.071977
CASE00478,Mule,Fraud Case 478,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-478,2026-06-08 20:07:51.071977
CASE00479,Card,Fraud Case 479,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-479,2026-06-08 20:07:51.071977
CASE00480,Card,Fraud Case 480,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-480,2026-06-08 20:07:51.071977
CASE00481,Card,Fraud Case 481,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-481,2026-06-08 20:07:51.071977
CASE00482,ATO,Fraud Case 482,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-482,2026-06-08 20:07:51.071977
CASE00483,Mule,Fraud Case 483,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-483,2026-06-08 20:07:51.071977
CASE00484,Card,Fraud Case 484,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-484,2026-06-08 20:07:51.071977
CASE00485,ATO,Fraud Case 485,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-485,2026-06-08 20:07:51.071977
CASE00486,Mule,Fraud Case 486,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-486,2026-06-08 20:07:51.071977
CASE00487,Card,Fraud Case 487,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-487,2026-06-08 20:07:51.071977
CASE00488,ATO,Fraud Case 488,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-488,2026-06-08 20:07:51.071977
CASE00489,Mule,Fraud Case 489,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-489,2026-06-08 20:07:51.071977
CASE00490,AML,Fraud Case 490,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-490,2026-06-08 20:07:51.071977
CASE00491,AML,Fraud Case 491,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-491,2026-06-08 20:07:51.071977
CASE00492,Card,Fraud Case 492,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-492,2026-06-08 20:07:51.071977
CASE00493,Mule,Fraud Case 493,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-493,2026-06-08 20:07:51.071977
CASE00494,Card,Fraud Case 494,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-494,2026-06-08 20:07:51.071977
CASE00495,Mule,Fraud Case 495,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-495,2026-06-08 20:07:51.071977
CASE00496,ATO,Fraud Case 496,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-496,2026-06-08 20:07:51.071977
CASE00497,AML,Fraud Case 497,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-497,2026-06-08 20:07:51.071977
CASE00498,Card,Fraud Case 498,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-498,2026-06-08 20:07:51.071977
CASE00499,Mule,Fraud Case 499,Synthetic fraud pattern,Shared devices and beneficiaries,Generated case,"Customers, Devices","Velocity, sanctions",Blocked,AML-499,2026-06-08 20:07:51.071977
