audit_id,transaction_id,customer_id,fraud_probability,overall_risk_score,risk_category,decision
AUDT0024076,T0024076,C00208,87.31,87.31,HIGH,BLOCK
AUDT0024077,T0024077,C00797,3.02,3.02,LOW,ALLOW
AUDT0024078,T0024078,C01627,29.18,29.18,LOW,ALLOW
AUDT0024079,T0024079,C01468,26.05,26.05,LOW,ALLOW
AUDT0024080,T0024080,C01063,29.39,29.39,LOW,ALLOW
AUDT0024081,T0024081,C00034,31.85,31.85,LOW,ALLOW
AUDT0024082,T0024082,C01722,76.75,76.75,HIGH,BLOCK
AUDT0024083,T0024083,C01011,88.06,88.06,HIGH,BLOCK
AUDT0024084,T0024084,C00429,94.74,94.74,HIGH,BLOCK
AUDT0024085,T0024085,C00303,1.16,1.16,LOW,ALLOW
AUDT0024086,T0024086,C01163,8.35,8.35,LOW,ALLOW
AUDT0024087,T0024087,C01276,37.77,37.77,LOW,ALLOW
AUDT0024088,T0024088,C01826,7.48,7.48,LOW,ALLOW
AUDT0024089,T0024089,C00267,24.7,24.7,LOW,ALLOW
AUDT0024090,T0024090,C01355,14.98,14.98,LOW,ALLOW
AUDT0024091,T0024091,C01823,77.89,77.89,HIGH,BLOCK
AUDT0024092,T0024092,C00093,5.16,5.16,LOW,ALLOW
AUDT0024093,T0024093,C00960,17.36,17.36,LOW,ALLOW
AUDT0024094,T0024094,C00708,31.71,31.71,LOW,ALLOW
AUDT0024095,T0024095,C00174,25.68,25.68,LOW,ALLOW
AUDT0024096,T0024096,C00504,11.04,11.04,LOW,ALLOW
AUDT0024097,T0024097,C01143,28.99,28.99,LOW,ALLOW
AUDT0024098,T0024098,C00276,37.33,37.33,LOW,ALLOW
AUDT0024099,T0024099,C00906,2.82,2.82,LOW,ALLOW
AUDT0024100,T0024100,C00774,16.93,16.93,LOW,ALLOW
AUDT0024101,T0024101,C01862,18.05,18.05,LOW,ALLOW
AUDT0024102,T0024102,C00901,26.25,26.25,LOW,ALLOW
AUDT0024103,T0024103,C00797,35.46,35.46,LOW,ALLOW
AUDT0024104,T0024104,C00292,89.92,89.92,HIGH,BLOCK
AUDT0024105,T0024105,C00108,6.03,6.03,LOW,ALLOW
AUDT0024106,T0024106,C00335,13.35,13.35,LOW,ALLOW
AUDT0024107,T0024107,C00349,6.39,6.39,LOW,ALLOW
AUDT0024108,T0024108,C01249,8.18,8.18,LOW,ALLOW
AUDT0024109,T0024109,C01027,2.54,2.54,LOW,ALLOW
AUDT0024110,T0024110,C00882,5.29,5.29,LOW,ALLOW
AUDT0024111,T0024111,C01684,6.97,6.97,LOW,ALLOW
AUDT0024112,T0024112,C01734,27.7,27.7,LOW,ALLOW
AUDT0024113,T0024113,C00141,7.66,7.66,LOW,ALLOW
AUDT0024114,T0024114,C01682,17.01,17.01,LOW,ALLOW
AUDT0024115,T0024115,C00641,3.48,3.48,LOW,ALLOW
AUDT0024116,T0024116,C00774,10.54,10.54,LOW,ALLOW
AUDT0024117,T0024117,C01471,10.25,10.25,LOW,ALLOW
AUDT0024118,T0024118,C00015,18.95,18.95,LOW,ALLOW
AUDT0024119,T0024119,C00196,35.13,35.13,LOW,ALLOW
AUDT0024120,T0024120,C01902,26.13,26.13,LOW,ALLOW
AUDT0024121,T0024121,C00989,34.14,34.14,LOW,ALLOW
AUDT0024122,T0024122,C00110,19.66,19.66,LOW,ALLOW
AUDT0024123,T0024123,C00073,83.34,83.34,HIGH,BLOCK
AUDT0024124,T0024124,C00322,17.76,17.76,LOW,ALLOW
AUDT0024125,T0024125,C00697,31.32,31.32,LOW,ALLOW
AUDT0024126,T0024126,C00357,76.67,76.67,HIGH,BLOCK
AUDT0024127,T0024127,C00741,30.38,30.38,LOW,ALLOW
AUDT0024128,T0024128,C00198,7.82,7.82,LOW,ALLOW
AUDT0024129,T0024129,C00949,2.61,2.61,LOW,ALLOW
AUDT0024130,T0024130,C00676,36.89,36.89,LOW,ALLOW
AUDT0024131,T0024131,C01903,38.83,38.83,LOW,ALLOW
AUDT0024132,T0024132,C00412,21.06,21.06,LOW,ALLOW
AUDT0024133,T0024133,C00817,28.1,28.1,LOW,ALLOW
AUDT0024134,T0024134,C00593,34.5,34.5,LOW,ALLOW
AUDT0024135,T0024135,C01269,29.29,29.29,LOW,ALLOW
AUDT0024136,T0024136,C01610,79.27,79.27,HIGH,BLOCK
AUDT0024137,T0024137,C01722,86.22,86.22,HIGH,BLOCK
AUDT0024138,T0024138,C01205,23.62,23.62,LOW,ALLOW
AUDT0024139,T0024139,C00921,1.08,1.08,LOW,ALLOW
AUDT0024140,T0024140,C01651,32.81,32.81,LOW,ALLOW
AUDT0024141,T0024141,C00152,17.1,17.1,LOW,ALLOW
AUDT0024142,T0024142,C01323,7.88,7.88,LOW,ALLOW
AUDT0024143,T0024143,C00590,30.38,30.38,LOW,ALLOW
AUDT0024144,T0024144,C00538,10.99,10.99,LOW,ALLOW
AUDT0024145,T0024145,C00730,2.94,2.94,LOW,ALLOW
AUDT0024146,T0024146,C01179,71.94,71.94,HIGH,BLOCK
AUDT0024147,T0024147,C01872,32.18,32.18,LOW,ALLOW
AUDT0024148,T0024148,C01271,28.89,28.89,LOW,ALLOW
AUDT0024149,T0024149,C00971,35.44,35.44,LOW,ALLOW
AUDT0024150,T0024150,C00168,5.83,5.83,LOW,ALLOW
AUDT0024151,T0024151,C00106,12.75,12.75,LOW,ALLOW
AUDT0024152,T0024152,C01624,17.83,17.83,LOW,ALLOW
AUDT0024153,T0024153,C00325,20.32,20.32,LOW,ALLOW
AUDT0024154,T0024154,C01572,5.53,5.53,LOW,ALLOW
AUDT0024155,T0024155,C00360,14.95,14.95,LOW,ALLOW
AUDT0024156,T0024156,C00254,20.51,20.51,LOW,ALLOW
AUDT0024157,T0024157,C01251,9.97,9.97,LOW,ALLOW
AUDT0024158,T0024158,C00263,1.69,1.69,LOW,ALLOW
AUDT0024159,T0024159,C00322,22.89,22.89,LOW,ALLOW
AUDT0024160,T0024160,C01901,73.87,73.87,HIGH,BLOCK
AUDT0024161,T0024161,C01071,70.92,70.92,HIGH,BLOCK
AUDT0024162,T0024162,C01989,34.04,34.04,LOW,ALLOW
AUDT0024163,T0024163,C01693,37.81,37.81,LOW,ALLOW
AUDT0024164,T0024164,C01856,17.73,17.73,LOW,ALLOW
AUDT0024165,T0024165,C00306,10.85,10.85,LOW,ALLOW
AUDT0024166,T0024166,C01245,8.48,8.48,LOW,ALLOW
AUDT0024167,T0024167,C00563,14.92,14.92,LOW,ALLOW
AUDT0024168,T0024168,C01665,18.59,18.59,LOW,ALLOW
AUDT0024169,T0024169,C01115,17.03,17.03,LOW,ALLOW
AUDT0024170,T0024170,C01652,22.38,22.38,LOW,ALLOW
AUDT0024171,T0024171,C01318,29.29,29.29,LOW,ALLOW
AUDT0024172,T0024172,C01535,37.39,37.39,LOW,ALLOW
AUDT0024173,T0024173,C00919,8.93,8.93,LOW,ALLOW
AUDT0024174,T0024174,C01494,2.33,2.33,LOW,ALLOW
AUDT0024175,T0024175,C01167,16.2,16.2,LOW,ALLOW
AUDT0024176,T0024176,C01813,30.85,30.85,LOW,ALLOW
AUDT0024177,T0024177,C01978,21.49,21.49,LOW,ALLOW
AUDT0024178,T0024178,C00279,36.48,36.48,LOW,ALLOW
AUDT0024179,T0024179,C01429,20.91,20.91,LOW,ALLOW
AUDT0024180,T0024180,C00093,35.91,35.91,LOW,ALLOW
AUDT0024181,T0024181,C00302,1.51,1.51,LOW,ALLOW
AUDT0024182,T0024182,C01358,11.88,11.88,LOW,ALLOW
AUDT0024183,T0024183,C00911,22.87,22.87,LOW,ALLOW
AUDT0024184,T0024184,C01078,37.7,37.7,LOW,ALLOW
AUDT0024185,T0024185,C00285,34.11,34.11,LOW,ALLOW
AUDT0024186,T0024186,C00398,9.81,9.81,LOW,ALLOW
AUDT0024187,T0024187,C00154,8.58,8.58,LOW,ALLOW
AUDT0024188,T0024188,C00498,22.82,22.82,LOW,ALLOW
AUDT0024189,T0024189,C00915,34.13,34.13,LOW,ALLOW
AUDT0024190,T0024190,C01869,4.61,4.61,LOW,ALLOW
AUDT0024191,T0024191,C01065,29.3,29.3,LOW,ALLOW
AUDT0024192,T0024192,C00547,39.98,39.98,LOW,ALLOW
AUDT0024193,T0024193,C00310,11.9,11.9,LOW,ALLOW
AUDT0024194,T0024194,C01342,5.55,5.55,LOW,ALLOW
AUDT0024195,T0024195,C01096,23.39,23.39,LOW,ALLOW
AUDT0024196,T0024196,C01352,10.99,10.99,LOW,ALLOW
AUDT0024197,T0024197,C01425,14.36,14.36,LOW,ALLOW
AUDT0024198,T0024198,C01685,13.63,13.63,LOW,ALLOW
AUDT0024199,T0024199,C00049,25.98,25.98,LOW,ALLOW
AUDT0024200,T0024200,C00903,31.63,31.63,LOW,ALLOW
AUDT0024201,T0024201,C00572,7.32,7.32,LOW,ALLOW
AUDT0024202,T0024202,C00445,34.14,34.14,LOW,ALLOW
AUDT0024203,T0024203,C01210,39.33,39.33,LOW,ALLOW
AUDT0024204,T0024204,C00935,2.76,2.76,LOW,ALLOW
AUDT0024205,T0024205,C00779,39.97,39.97,LOW,ALLOW
AUDT0024206,T0024206,C01951,6.55,6.55,LOW,ALLOW
AUDT0024207,T0024207,C00998,20.87,20.87,LOW,ALLOW
AUDT0024208,T0024208,C00851,38.83,38.83,LOW,ALLOW
AUDT0024209,T0024209,C01915,26.53,26.53,LOW,ALLOW
AUDT0024210,T0024210,C01959,36.2,36.2,LOW,ALLOW
AUDT0024211,T0024211,C00004,19.59,19.59,LOW,ALLOW
AUDT0024212,T0024212,C01202,20.7,20.7,LOW,ALLOW
AUDT0024213,T0024213,C00556,80.76,80.76,HIGH,BLOCK
AUDT0024214,T0024214,C00755,5.3,5.3,LOW,ALLOW
AUDT0024215,T0024215,C01060,31.25,31.25,LOW,ALLOW
AUDT0024216,T0024216,C01657,97.54,97.54,HIGH,BLOCK
AUDT0024217,T0024217,C01990,34.5,34.5,LOW,ALLOW
AUDT0024218,T0024218,C00853,18.31,18.31,LOW,ALLOW
AUDT0024219,T0024219,C00098,24.78,24.78,LOW,ALLOW
AUDT0024220,T0024220,C01833,3.26,3.26,LOW,ALLOW
AUDT0024221,T0024221,C00499,27.08,27.08,LOW,ALLOW
AUDT0024222,T0024222,C01455,94.55,94.55,HIGH,BLOCK
AUDT0024223,T0024223,C00852,2.25,2.25,LOW,ALLOW
AUDT0024224,T0024224,C01259,16.1,16.1,LOW,ALLOW
AUDT0024225,T0024225,C01506,1.42,1.42,LOW,ALLOW
AUDT0024226,T0024226,C01140,33.9,33.9,LOW,ALLOW
AUDT0024227,T0024227,C00885,24.06,24.06,LOW,ALLOW
AUDT0024228,T0024228,C00916,33.51,33.51,LOW,ALLOW
AUDT0024229,T0024229,C00857,26.28,26.28,LOW,ALLOW
AUDT0024230,T0024230,C01914,4.15,4.15,LOW,ALLOW
AUDT0024231,T0024231,C01577,1.61,1.61,LOW,ALLOW
AUDT0024232,T0024232,C00143,30.26,30.26,LOW,ALLOW
AUDT0024233,T0024233,C01943,6.23,6.23,LOW,ALLOW
AUDT0024234,T0024234,C00932,31.45,31.45,LOW,ALLOW
AUDT0024235,T0024235,C00795,16.3,16.3,LOW,ALLOW
AUDT0024236,T0024236,C01397,15.02,15.02,LOW,ALLOW
AUDT0024237,T0024237,C01715,16.68,16.68,LOW,ALLOW
AUDT0024238,T0024238,C00181,10.38,10.38,LOW,ALLOW
AUDT0024239,T0024239,C00696,37.04,37.04,LOW,ALLOW
AUDT0024240,T0024240,C01992,36.38,36.38,LOW,ALLOW
AUDT0024241,T0024241,C00350,4.05,4.05,LOW,ALLOW
AUDT0024242,T0024242,C00404,16.61,16.61,LOW,ALLOW
AUDT0024243,T0024243,C01320,5.8,5.8,LOW,ALLOW
AUDT0024244,T0024244,C01776,16.22,16.22,LOW,ALLOW
AUDT0024245,T0024245,C01214,29.9,29.9,LOW,ALLOW
AUDT0024246,T0024246,C01454,9.37,9.37,LOW,ALLOW
AUDT0024247,T0024247,C01121,14.74,14.74,LOW,ALLOW
AUDT0024248,T0024248,C00527,8.19,8.19,LOW,ALLOW
AUDT0024249,T0024249,C01639,14.32,14.32,LOW,ALLOW
AUDT0024250,T0024250,C00709,20.67,20.67,LOW,ALLOW
AUDT0024251,T0024251,C00783,23.98,23.98,LOW,ALLOW
AUDT0024252,T0024252,C00899,39.73,39.73,LOW,ALLOW
AUDT0024253,T0024253,C00194,39.37,39.37,LOW,ALLOW
AUDT0024254,T0024254,C00267,11.47,11.47,LOW,ALLOW
AUDT0024255,T0024255,C01804,18.15,18.15,LOW,ALLOW
AUDT0024256,T0024256,C01515,38.98,38.98,LOW,ALLOW
AUDT0024257,T0024257,C01227,4.93,4.93,LOW,ALLOW
AUDT0024258,T0024258,C01003,31.51,31.51,LOW,ALLOW
AUDT0024259,T0024259,C00961,24.6,24.6,LOW,ALLOW
AUDT0024260,T0024260,C00179,70.43,70.43,HIGH,BLOCK
AUDT0024261,T0024261,C01908,75.31,75.31,HIGH,BLOCK
AUDT0024262,T0024262,C01237,36.39,36.39,LOW,ALLOW
AUDT0024263,T0024263,C01769,16.45,16.45,LOW,ALLOW
AUDT0024264,T0024264,C01513,9.82,9.82,LOW,ALLOW
AUDT0024265,T0024265,C01517,84.04,84.04,HIGH,BLOCK
AUDT0024266,T0024266,C00051,17.13,17.13,LOW,ALLOW
AUDT0024267,T0024267,C01628,16.45,16.45,LOW,ALLOW
AUDT0024268,T0024268,C01552,9.04,9.04,LOW,ALLOW
AUDT0024269,T0024269,C01056,37.4,37.4,LOW,ALLOW
AUDT0024270,T0024270,C00043,35.94,35.94,LOW,ALLOW
AUDT0024271,T0024271,C00929,34.09,34.09,LOW,ALLOW
AUDT0024272,T0024272,C01972,16.21,16.21,LOW,ALLOW
AUDT0024273,T0024273,C01014,33.93,33.93,LOW,ALLOW
AUDT0024274,T0024274,C01723,37.91,37.91,LOW,ALLOW
AUDT0024275,T0024275,C00932,33.23,33.23,LOW,ALLOW
AUDT0024276,T0024276,C00885,26.16,26.16,LOW,ALLOW
AUDT0024277,T0024277,C00248,34.21,34.21,LOW,ALLOW
AUDT0024278,T0024278,C01979,26.31,26.31,LOW,ALLOW
AUDT0024279,T0024279,C01268,19.66,19.66,LOW,ALLOW
AUDT0024280,T0024280,C01063,6.69,6.69,LOW,ALLOW
AUDT0024281,T0024281,C00537,16.31,16.31,LOW,ALLOW
AUDT0024282,T0024282,C01278,38.38,38.38,LOW,ALLOW
AUDT0024283,T0024283,C01528,17.75,17.75,LOW,ALLOW
AUDT0024284,T0024284,C00422,30.48,30.48,LOW,ALLOW
AUDT0024285,T0024285,C00240,11.43,11.43,LOW,ALLOW
AUDT0024286,T0024286,C00252,1.86,1.86,LOW,ALLOW
AUDT0024287,T0024287,C01194,89.8,89.8,HIGH,BLOCK
AUDT0024288,T0024288,C01094,12.23,12.23,LOW,ALLOW
AUDT0024289,T0024289,C01339,27.29,27.29,LOW,ALLOW
AUDT0024290,T0024290,C00505,38.38,38.38,LOW,ALLOW
AUDT0024291,T0024291,C01190,22.83,22.83,LOW,ALLOW
AUDT0024292,T0024292,C01429,31.59,31.59,LOW,ALLOW
AUDT0024293,T0024293,C01560,17.0,17.0,LOW,ALLOW
AUDT0024294,T0024294,C01972,81.42,81.42,HIGH,BLOCK
AUDT0024295,T0024295,C01183,5.94,5.94,LOW,ALLOW
AUDT0024296,T0024296,C01862,8.21,8.21,LOW,ALLOW
AUDT0024297,T0024297,C00335,14.04,14.04,LOW,ALLOW
AUDT0024298,T0024298,C00243,1.87,1.87,LOW,ALLOW
AUDT0024299,T0024299,C00893,30.09,30.09,LOW,ALLOW
AUDT0024300,T0024300,C01359,34.32,34.32,LOW,ALLOW
AUDT0024301,T0024301,C01537,37.26,37.26,LOW,ALLOW
AUDT0024302,T0024302,C01751,16.26,16.26,LOW,ALLOW
AUDT0024303,T0024303,C01240,9.71,9.71,LOW,ALLOW
AUDT0024304,T0024304,C01072,12.22,12.22,LOW,ALLOW
AUDT0024305,T0024305,C01595,39.29,39.29,LOW,ALLOW
AUDT0024306,T0024306,C00798,9.48,9.48,LOW,ALLOW
AUDT0024307,T0024307,C00040,32.07,32.07,LOW,ALLOW
AUDT0024308,T0024308,C01261,11.45,11.45,LOW,ALLOW
AUDT0024309,T0024309,C00619,25.34,25.34,LOW,ALLOW
AUDT0024310,T0024310,C01736,17.22,17.22,LOW,ALLOW
AUDT0024311,T0024311,C01665,35.02,35.02,LOW,ALLOW
AUDT0024312,T0024312,C00454,95.1,95.1,HIGH,BLOCK
AUDT0024313,T0024313,C01298,1.92,1.92,LOW,ALLOW
AUDT0024314,T0024314,C00235,30.11,30.11,LOW,ALLOW
AUDT0024315,T0024315,C01724,4.57,4.57,LOW,ALLOW
AUDT0024316,T0024316,C01402,26.48,26.48,LOW,ALLOW
AUDT0024317,T0024317,C00575,39.11,39.11,LOW,ALLOW
AUDT0024318,T0024318,C01301,22.7,22.7,LOW,ALLOW
AUDT0024319,T0024319,C00124,28.25,28.25,LOW,ALLOW
AUDT0024320,T0024320,C00628,20.28,20.28,LOW,ALLOW
AUDT0024321,T0024321,C00177,9.21,9.21,LOW,ALLOW
AUDT0024322,T0024322,C01155,17.78,17.78,LOW,ALLOW
AUDT0024323,T0024323,C00272,96.22,96.22,HIGH,BLOCK
AUDT0024324,T0024324,C01993,15.46,15.46,LOW,ALLOW
AUDT0024325,T0024325,C01840,35.21,35.21,LOW,ALLOW
AUDT0024326,T0024326,C00324,25.72,25.72,LOW,ALLOW
AUDT0024327,T0024327,C00811,10.26,10.26,LOW,ALLOW
AUDT0024328,T0024328,C01106,6.44,6.44,LOW,ALLOW
AUDT0024329,T0024329,C01374,28.32,28.32,LOW,ALLOW
AUDT0024330,T0024330,C00978,17.75,17.75,LOW,ALLOW
AUDT0024331,T0024331,C00356,26.12,26.12,LOW,ALLOW
AUDT0024332,T0024332,C01969,73.1,73.1,HIGH,BLOCK
AUDT0024333,T0024333,C00051,4.17,4.17,LOW,ALLOW
AUDT0024334,T0024334,C01442,5.72,5.72,LOW,ALLOW
AUDT0024335,T0024335,C00179,34.16,34.16,LOW,ALLOW
AUDT0024336,T0024336,C01990,18.8,18.8,LOW,ALLOW
AUDT0024337,T0024337,C00909,12.84,12.84,LOW,ALLOW
AUDT0024338,T0024338,C01274,29.45,29.45,LOW,ALLOW
AUDT0024339,T0024339,C01068,20.2,20.2,LOW,ALLOW
AUDT0024340,T0024340,C00265,7.28,7.28,LOW,ALLOW
AUDT0024341,T0024341,C00092,21.1,21.1,LOW,ALLOW
AUDT0024342,T0024342,C01834,7.28,7.28,LOW,ALLOW
AUDT0024343,T0024343,C01777,9.75,9.75,LOW,ALLOW
AUDT0024344,T0024344,C01222,73.98,73.98,HIGH,BLOCK
AUDT0024345,T0024345,C00397,85.12,85.12,HIGH,BLOCK
AUDT0024346,T0024346,C01638,30.5,30.5,LOW,ALLOW
AUDT0024347,T0024347,C00758,32.2,32.2,LOW,ALLOW
AUDT0024348,T0024348,C01545,81.24,81.24,HIGH,BLOCK
AUDT0024349,T0024349,C01387,22.47,22.47,LOW,ALLOW
AUDT0024350,T0024350,C00313,91.76,91.76,HIGH,BLOCK
AUDT0024351,T0024351,C01105,4.45,4.45,LOW,ALLOW
AUDT0024352,T0024352,C01668,23.15,23.15,LOW,ALLOW
AUDT0024353,T0024353,C01920,36.73,36.73,LOW,ALLOW
AUDT0024354,T0024354,C00867,84.79,84.79,HIGH,BLOCK
AUDT0024355,T0024355,C01060,7.35,7.35,LOW,ALLOW
AUDT0024356,T0024356,C01641,24.73,24.73,LOW,ALLOW
AUDT0024357,T0024357,C01349,18.55,18.55,LOW,ALLOW
AUDT0024358,T0024358,C01437,14.46,14.46,LOW,ALLOW
AUDT0024359,T0024359,C01498,1.7,1.7,LOW,ALLOW
AUDT0024360,T0024360,C01484,3.36,3.36,LOW,ALLOW
AUDT0024361,T0024361,C01987,23.66,23.66,LOW,ALLOW
AUDT0024362,T0024362,C01295,12.78,12.78,LOW,ALLOW
AUDT0024363,T0024363,C01942,24.86,24.86,LOW,ALLOW
AUDT0024364,T0024364,C01621,3.77,3.77,LOW,ALLOW
AUDT0024365,T0024365,C01541,9.89,9.89,LOW,ALLOW
AUDT0024366,T0024366,C00777,36.53,36.53,LOW,ALLOW
AUDT0024367,T0024367,C01587,15.76,15.76,LOW,ALLOW
AUDT0024368,T0024368,C01843,34.48,34.48,LOW,ALLOW
AUDT0024369,T0024369,C00906,33.21,33.21,LOW,ALLOW
AUDT0024370,T0024370,C01068,22.43,22.43,LOW,ALLOW
AUDT0024371,T0024371,C00209,19.6,19.6,LOW,ALLOW
AUDT0024372,T0024372,C01116,36.34,36.34,LOW,ALLOW
AUDT0024373,T0024373,C01743,94.4,94.4,HIGH,BLOCK
AUDT0024374,T0024374,C01894,35.0,35.0,LOW,ALLOW
AUDT0024375,T0024375,C00758,7.21,7.21,LOW,ALLOW
AUDT0024376,T0024376,C00408,6.25,6.25,LOW,ALLOW
AUDT0024377,T0024377,C01066,10.16,10.16,LOW,ALLOW
AUDT0024378,T0024378,C01593,5.24,5.24,LOW,ALLOW
AUDT0024379,T0024379,C01553,39.6,39.6,LOW,ALLOW
AUDT0024380,T0024380,C01896,15.39,15.39,LOW,ALLOW
AUDT0024381,T0024381,C00440,18.23,18.23,LOW,ALLOW
AUDT0024382,T0024382,C00013,93.83,93.83,HIGH,BLOCK
AUDT0024383,T0024383,C01215,22.38,22.38,LOW,ALLOW
AUDT0024384,T0024384,C01271,6.4,6.4,LOW,ALLOW
AUDT0024385,T0024385,C00355,25.84,25.84,LOW,ALLOW
AUDT0024386,T0024386,C01701,36.66,36.66,LOW,ALLOW
AUDT0024387,T0024387,C00877,14.23,14.23,LOW,ALLOW
AUDT0024388,T0024388,C01980,15.45,15.45,LOW,ALLOW
AUDT0024389,T0024389,C00398,17.91,17.91,LOW,ALLOW
AUDT0024390,T0024390,C00735,27.16,27.16,LOW,ALLOW
AUDT0024391,T0024391,C01414,85.56,85.56,HIGH,BLOCK
AUDT0024392,T0024392,C00399,7.46,7.46,LOW,ALLOW
AUDT0024393,T0024393,C01536,18.48,18.48,LOW,ALLOW
AUDT0024394,T0024394,C01379,78.97,78.97,HIGH,BLOCK
AUDT0024395,T0024395,C01608,16.93,16.93,LOW,ALLOW
AUDT0024396,T0024396,C01664,34.0,34.0,LOW,ALLOW
AUDT0024397,T0024397,C00240,20.0,20.0,LOW,ALLOW
AUDT0024398,T0024398,C00879,27.6,27.6,LOW,ALLOW
AUDT0024399,T0024399,C00383,24.38,24.38,LOW,ALLOW
AUDT0024400,T0024400,C00818,9.28,9.28,LOW,ALLOW
AUDT0024401,T0024401,C01570,23.25,23.25,LOW,ALLOW
AUDT0024402,T0024402,C01293,10.39,10.39,LOW,ALLOW
AUDT0024403,T0024403,C01314,3.97,3.97,LOW,ALLOW
AUDT0024404,T0024404,C00895,80.25,80.25,HIGH,BLOCK
AUDT0024405,T0024405,C00091,36.62,36.62,LOW,ALLOW
AUDT0024406,T0024406,C00809,10.79,10.79,LOW,ALLOW
AUDT0024407,T0024407,C01420,18.33,18.33,LOW,ALLOW
AUDT0024408,T0024408,C01723,7.77,7.77,LOW,ALLOW
AUDT0024409,T0024409,C00872,30.54,30.54,LOW,ALLOW
AUDT0024410,T0024410,C00264,20.13,20.13,LOW,ALLOW
AUDT0024411,T0024411,C01484,24.7,24.7,LOW,ALLOW
AUDT0024412,T0024412,C01520,1.68,1.68,LOW,ALLOW
AUDT0024413,T0024413,C00522,10.28,10.28,LOW,ALLOW
AUDT0024414,T0024414,C00938,36.5,36.5,LOW,ALLOW
AUDT0024415,T0024415,C01311,12.9,12.9,LOW,ALLOW
AUDT0024416,T0024416,C01478,21.22,21.22,LOW,ALLOW
AUDT0024417,T0024417,C01515,34.95,34.95,LOW,ALLOW
AUDT0024418,T0024418,C00204,13.09,13.09,LOW,ALLOW
AUDT0024419,T0024419,C01409,1.91,1.91,LOW,ALLOW
AUDT0024420,T0024420,C01932,30.29,30.29,LOW,ALLOW
AUDT0024421,T0024421,C00557,17.92,17.92,LOW,ALLOW
AUDT0024422,T0024422,C01832,4.09,4.09,LOW,ALLOW
AUDT0024423,T0024423,C00338,1.84,1.84,LOW,ALLOW
AUDT0024424,T0024424,C00881,28.34,28.34,LOW,ALLOW
AUDT0024425,T0024425,C01142,20.52,20.52,LOW,ALLOW
AUDT0024426,T0024426,C00406,3.69,3.69,LOW,ALLOW
AUDT0024427,T0024427,C00650,8.26,8.26,LOW,ALLOW
AUDT0024428,T0024428,C01701,26.21,26.21,LOW,ALLOW
AUDT0024429,T0024429,C01275,35.33,35.33,LOW,ALLOW
AUDT0024430,T0024430,C01964,29.45,29.45,LOW,ALLOW
AUDT0024431,T0024431,C00161,3.79,3.79,LOW,ALLOW
AUDT0024432,T0024432,C01872,22.0,22.0,LOW,ALLOW
AUDT0024433,T0024433,C01970,16.16,16.16,LOW,ALLOW
AUDT0024434,T0024434,C00949,31.84,31.84,LOW,ALLOW
AUDT0024435,T0024435,C00439,12.27,12.27,LOW,ALLOW
AUDT0024436,T0024436,C00881,37.3,37.3,LOW,ALLOW
AUDT0024437,T0024437,C01476,23.13,23.13,LOW,ALLOW
AUDT0024438,T0024438,C01708,25.06,25.06,LOW,ALLOW
AUDT0024439,T0024439,C01231,10.25,10.25,LOW,ALLOW
AUDT0024440,T0024440,C01506,13.59,13.59,LOW,ALLOW
AUDT0024441,T0024441,C01190,5.51,5.51,LOW,ALLOW
AUDT0024442,T0024442,C01768,26.56,26.56,LOW,ALLOW
AUDT0024443,T0024443,C01997,11.31,11.31,LOW,ALLOW
AUDT0024444,T0024444,C00140,15.56,15.56,LOW,ALLOW
AUDT0024445,T0024445,C00901,17.24,17.24,LOW,ALLOW
AUDT0024446,T0024446,C01678,10.42,10.42,LOW,ALLOW
AUDT0024447,T0024447,C01802,12.77,12.77,LOW,ALLOW
AUDT0024448,T0024448,C00957,4.15,4.15,LOW,ALLOW
AUDT0024449,T0024449,C00977,27.52,27.52,LOW,ALLOW
AUDT0024450,T0024450,C00051,17.94,17.94,LOW,ALLOW
AUDT0024451,T0024451,C01940,5.61,5.61,LOW,ALLOW
AUDT0024452,T0024452,C01678,94.11,94.11,HIGH,BLOCK
AUDT0024453,T0024453,C00251,39.0,39.0,LOW,ALLOW
AUDT0024454,T0024454,C00961,18.11,18.11,LOW,ALLOW
AUDT0024455,T0024455,C00207,21.23,21.23,LOW,ALLOW
AUDT0024456,T0024456,C01827,6.52,6.52,LOW,ALLOW
AUDT0024457,T0024457,C01216,73.88,73.88,HIGH,BLOCK
AUDT0024458,T0024458,C00414,19.2,19.2,LOW,ALLOW
AUDT0024459,T0024459,C01950,78.57,78.57,HIGH,BLOCK
AUDT0024460,T0024460,C01336,78.37,78.37,HIGH,BLOCK
AUDT0024461,T0024461,C01496,5.77,5.77,LOW,ALLOW
AUDT0024462,T0024462,C01520,29.45,29.45,LOW,ALLOW
AUDT0024463,T0024463,C00998,87.44,87.44,HIGH,BLOCK
AUDT0024464,T0024464,C00835,13.93,13.93,LOW,ALLOW
AUDT0024465,T0024465,C01453,24.82,24.82,LOW,ALLOW
AUDT0024466,T0024466,C01016,9.01,9.01,LOW,ALLOW
AUDT0024467,T0024467,C01217,35.59,35.59,LOW,ALLOW
AUDT0024468,T0024468,C01968,19.97,19.97,LOW,ALLOW
AUDT0024469,T0024469,C00541,15.36,15.36,LOW,ALLOW
AUDT0024470,T0024470,C01901,7.58,7.58,LOW,ALLOW
AUDT0024471,T0024471,C01399,2.11,2.11,LOW,ALLOW
AUDT0024472,T0024472,C01265,15.39,15.39,LOW,ALLOW
