behavior_id,customer_id,device_id,current_city,behavior_risk_score
BH012895,C00772,D01394,Nagercoil,11.35
BH012896,C01304,D00706,Jaunpur,33.53
BH012897,C01293,D01193,Amravati,40.4
BH012898,C00140,D00025,Nellore,72.13
BH012899,C01743,D00140,Sikar,34.44
BH012900,C00405,D00334,Tiruvottiyur,68.4
BH012901,C00623,D00442,Moradabad,24.5
BH012902,C01905,D01141,Kishanganj,17.83
BH012903,C01869,D00298,Kota,3.19
BH012904,C01569,D00507,Dibrugarh,57.7
BH012905,C00088,D00682,Kulti,4.77
BH012906,C01595,D01054,Satna,86.76
BH012907,C00573,D00075,Bokaro,97.71
BH012908,C00924,D00007,Serampore,21.49
BH012909,C01468,D00488,Durgapur,18.33
BH012910,C00499,D00768,Hyderabad,72.28
BH012911,C00446,D00500,Alappuzha,20.46
BH012912,C01674,D01126,Jorhat,14.91
BH012913,C00129,D00333,Meerut,88.44
BH012914,C00901,D00519,Patna,80.19
BH012915,C01173,D00638,Bilaspur,87.11
BH012916,C00806,D00599,Pali,84.5
BH012917,C01556,D00439,Bijapur,78.37
BH012918,C00961,D00197,Thanjavur,85.36
BH012919,C01351,D01105,Bhavnagar,72.76
BH012920,C01970,D01314,Mathura,60.97
BH012921,C00202,D00989,Pallavaram,81.56
BH012922,C01014,D00434,Kharagpur,49.57
BH012923,C00548,D00895,Bhatpara,8.09
BH012924,C00698,D00759,Raiganj,90.29
BH012925,C01571,D00520,Hindupur,98.46
BH012926,C01500,D00471,Korba,68.39
BH012927,C00864,D00684,Satna,8.02
BH012928,C00295,D00023,Shahjahanpur,68.74
BH012929,C01357,D01473,Yamunanagar,93.38
BH012930,C01202,D00205,Kirari Suleman Nagar,81.65
BH012931,C01275,D00306,Chandigarh,69.91
BH012932,C01995,D01269,Bongaigaon,9.21
BH012933,C00812,D00141,Jamshedpur,17.17
BH012934,C00189,D01041,Haridwar,35.09
BH012935,C00106,D00179,Narasaraopet,31.64
BH012936,C01414,D01425,Eluru,77.89
BH012937,C00893,D00395,Arrah,83.59
BH012938,C01891,D01492,Karawal Nagar,44.17
BH012939,C00762,D00087,Bhatpara,46.25
BH012940,C01385,D00471,Rohtak,12.3
BH012941,C00135,D00577,Saharsa,59.07
BH012942,C01982,D01031,Hubli–Dharwad,85.43
BH012943,C01343,D00029,Bally,49.27
BH012944,C01478,D01240,Sonipat,0.1
BH012945,C01767,D00138,Morbi,63.69
BH012946,C00003,D01005,Noida,17.13
BH012947,C00899,D00235,Vadodara,77.49
BH012948,C01509,D00582,Nagaon,30.61
BH012949,C00375,D01208,Latur,50.58
BH012950,C01737,D00104,Salem,94.9
BH012951,C00001,D00579,Malda,21.94
BH012952,C01117,D00635,Bokaro,50.07
BH012953,C01546,D00109,Solapur,42.0
BH012954,C01604,D00047,Raurkela Industrial Township,42.36
BH012955,C01949,D00981,Bhopal,83.35
BH012956,C00630,D01460,Kalyan-Dombivli,65.87
BH012957,C01752,D00459,Khammam,41.46
BH012958,C01323,D00449,Faridabad,60.11
BH012959,C01047,D00184,Srikakulam,69.7
BH012960,C01234,D00298,Udupi,69.88
BH012961,C00016,D00927,Delhi,72.17
BH012962,C00290,D01149,Shivpuri,37.81
BH012963,C01760,D00546,Chinsurah,50.12
BH012964,C00053,D00208,Tirupati,47.04
BH012965,C00763,D00492,Bhavnagar,53.13
BH012966,C01610,D01048,Ghaziabad,32.77
BH012967,C01445,D01323,Mysore,88.68
BH012968,C00440,D00273,Tiruchirappalli,58.0
BH012969,C00534,D00833,Avadi,28.79
BH012970,C00037,D00406,Bharatpur,11.16
BH012971,C00265,D00767,Tezpur,17.33
BH012972,C00944,D01070,Sikar,1.91
BH012973,C00156,D01295,Coimbatore,16.36
BH012974,C00806,D01376,Gangtok,75.25
BH012975,C01418,D00079,Patiala,73.09
BH012976,C00007,D01498,Aligarh,83.83
BH012977,C00646,D01292,New Delhi,96.77
BH012978,C01325,D00958,Gangtok,44.35
BH012979,C00201,D00730,Singrauli,77.01
BH012980,C00309,D01188,Tiruchirappalli,95.72
BH012981,C00865,D00375,Udupi,14.55
BH012982,C01347,D00535,Kota,49.13
BH012983,C00878,D00088,Guna,20.14
BH012984,C01138,D00697,Kamarhati,80.55
BH012985,C01980,D00792,Kumbakonam,5.94
BH012986,C01970,D00602,Junagadh,6.09
BH012987,C00296,D00622,Jehanabad,31.61
BH012988,C01583,D00268,Rajkot,52.82
BH012989,C01553,D00382,Amroha,27.28
BH012990,C01289,D00601,Erode,65.52
BH012991,C00491,D01410,Muzaffarpur,61.26
BH012992,C01236,D01165,Karimnagar,65.8
BH012993,C01550,D01408,Siliguri,75.59
BH012994,C01256,D01347,Jaipur,24.58
BH012995,C00401,D01098,Alappuzha,52.7
BH012996,C01678,D01437,Hajipur,55.39
BH012997,C00431,D01169,Lucknow,52.2
BH012998,C01620,D00323,Navi Mumbai,34.55
BH012999,C00252,D00282,Mysore,21.04
BH013000,C01783,D01204,Bahraich,43.37
BH013001,C01103,D00971,Howrah,91.11
BH013002,C00776,D00932,Ramgarh,18.05
BH013003,C00291,D01367,Dehri,33.26
BH013004,C01006,D01407,Dhanbad,47.99
BH013005,C01997,D00220,Ujjain,23.28
BH013006,C01294,D01285,Chandigarh,13.31
BH013007,C01188,D00088,Bardhaman,52.28
BH013008,C00772,D01349,Shimla,92.36
BH013009,C01223,D01157,Jodhpur,3.05
BH013010,C00404,D01006,Kota,92.92
BH013011,C00362,D01424,Gulbarga,5.75
BH013012,C00809,D00741,Solapur,15.4
BH013013,C01474,D00936,Shahjahanpur,40.83
BH013014,C01293,D01193,Ghaziabad,18.51
BH013015,C00181,D00263,Ajmer,44.95
BH013016,C00902,D01313,Gwalior,74.1
BH013017,C00910,D01469,Begusarai,96.18
BH013018,C01374,D00150,Serampore,70.12
BH013019,C00988,D00678,Gandhinagar,53.28
BH013020,C00139,D01381,Muzaffarpur,4.54
BH013021,C01336,D00485,Dehradun,26.48
BH013022,C00882,D00685,Tirunelveli,94.96
BH013023,C01176,D00474,Tiruvottiyur,22.77
BH013024,C00068,D01008,Belgaum,21.55
BH013025,C00996,D00353,Tiruppur,4.29
BH013026,C00870,D01415,Medininagar,97.46
BH013027,C00288,D01233,Latur,11.73
BH013028,C01453,D01384,Eluru,24.16
BH013029,C00573,D00075,Nellore,49.81
BH013030,C00798,D00589,Ballia,10.87
BH013031,C01099,D01083,Junagadh,77.99
BH013032,C00228,D00365,Ludhiana,53.65
BH013033,C00838,D00928,Yamunanagar,8.11
BH013034,C00290,D01223,Ludhiana,2.14
BH013035,C00488,D00843,Ambarnath,97.17
BH013036,C00374,D00623,Chennai,46.71
BH013037,C01738,D01206,Anantapur,59.94
BH013038,C00714,D00597,Amroha,76.55
BH013039,C01655,D01223,Ahmedabad,66.05
BH013040,C01072,D01274,Karimnagar,3.45
BH013041,C00953,D01413,Loni,55.28
BH013042,C01387,D01040,Chandrapur,29.91
BH013043,C00465,D01302,Rajkot,64.83
BH013044,C01423,D01073,Ranchi,52.47
BH013045,C01789,D00478,Asansol,2.7
BH013046,C01274,D00093,Suryapet,43.37
BH013047,C01407,D00656,Suryapet,56.84
BH013048,C01606,D01202,Saharsa,97.59
BH013049,C01321,D00161,Jalandhar,69.01
BH013050,C01905,D01257,Madhyamgram,6.48
BH013051,C00548,D00895,Kishanganj,31.05
BH013052,C01548,D01322,Tinsukia,74.76
BH013053,C00707,D00207,Miryalaguda,37.47
BH013054,C00463,D00461,Pune,95.13
BH013055,C00659,D00191,Cuttack,99.14
BH013056,C01723,D00684,Kirari Suleman Nagar,61.86
BH013057,C00803,D00503,Haldia,71.58
BH013058,C00999,D00405,Latur,72.16
BH013059,C01176,D00474,Hajipur,63.6
BH013060,C00935,D01410,Nandyal,14.95
BH013061,C00290,D01223,Sonipat,30.75
BH013062,C01859,D00879,Gudivada,73.05
BH013063,C00174,D00444,Sambalpur,93.43
BH013064,C00486,D00714,Dhanbad,1.05
BH013065,C01018,D00546,Siwan,13.58
BH013066,C01588,D00355,Dindigul,74.22
BH013067,C01754,D00231,Ahmednagar,84.24
BH013068,C01649,D01435,Coimbatore,76.4
BH013069,C01420,D00344,Thane,69.38
BH013070,C00499,D00504,Ichalkaranji,69.19
BH013071,C01838,D00310,Ambala,10.83
BH013072,C00734,D00628,Ambattur,87.08
BH013073,C00773,D01088,Motihari,59.43
BH013074,C00021,D00392,Anantapur,93.06
BH013075,C01057,D01305,Suryapet,15.49
BH013076,C01960,D00880,Bhilwara,49.8
BH013077,C01787,D00284,Loni,5.47
BH013078,C00825,D00333,Hosur,85.87
BH013079,C01854,D00125,Sagar,68.41
BH013080,C01948,D01083,Akola,36.59
BH013081,C01812,D01013,Saharanpur,92.79
BH013082,C00449,D00203,Jhansi,86.5
BH013083,C01775,D00532,Kishanganj,25.61
BH013084,C00729,D00197,Hajipur,33.87
BH013085,C00435,D00979,Tirupati,12.72
BH013086,C00622,D00407,Alwar,27.96
BH013087,C00172,D01245,Ozhukarai,62.19
BH013088,C01585,D00747,Bhimavaram,57.46
BH013089,C01344,D01309,Madanapalle,90.99
BH013090,C00824,D01486,Nanded,20.86
BH013091,C00107,D01481,Jaunpur,55.16
BH013092,C00649,D01274,Yamunanagar,58.38
BH013093,C01203,D00521,Shimla,48.16
BH013094,C00716,D01172,Kolkata,65.93
BH013095,C01565,D00547,Navi Mumbai,59.77
BH013096,C01451,D00398,Gurgaon,1.3
BH013097,C00884,D01166,Proddatur,41.12
BH013098,C00230,D01159,Farrukhabad,78.53
BH013099,C01655,D00035,Moradabad,51.89
BH013100,C00993,D00337,Gorakhpur,4.1
BH013101,C01653,D01222,Chennai,64.81
BH013102,C00131,D00845,Rajkot,82.74
BH013103,C00051,D01441,Sultan Pur Majra,57.79
BH013104,C01232,D01495,South Dumdum,83.28
BH013105,C00298,D00327,Buxar,27.54
BH013106,C00272,D00420,Kirari Suleman Nagar,44.08
BH013107,C01650,D01478,Erode,13.5
BH013108,C01181,D00323,Salem,0.74
BH013109,C01315,D00644,Rewa,55.25
BH013110,C00116,D00431,Hubli–Dharwad,14.45
BH013111,C01030,D01423,Bhilwara,4.73
BH013112,C00786,D01187,Karawal Nagar,55.96
BH013113,C00389,D00193,Jalna,10.68
BH013114,C00197,D00545,Bihar Sharif,65.26
BH013115,C00110,D01293,Buxar,70.17
BH013116,C01119,D00800,Ramgarh,74.43
BH013117,C01082,D00125,Pondicherry,32.59
BH013118,C01256,D01347,Howrah,54.79
BH013119,C00557,D00830,Raiganj,96.13
BH013120,C01217,D01322,Patna,54.36
BH013121,C01927,D00312,Bilaspur,35.32
BH013122,C00631,D00949,Amaravati,6.94
BH013123,C01579,D01366,Ajmer,90.45
BH013124,C01314,D00476,Phagwara,68.73
BH013125,C00764,D00570,Sultan Pur Majra,51.03
BH013126,C00627,D00034,Dehri,3.69
BH013127,C00818,D00953,Nashik,15.32
BH013128,C00057,D01151,Sikar,4.73
BH013129,C00761,D00998,Jorhat,99.66
BH013130,C01197,D00740,Bhilai,27.22
BH013131,C00802,D00880,Gangtok,36.07
BH013132,C01760,D01170,Bhatpara,13.85
BH013133,C01822,D00786,Ahmednagar,91.7
BH013134,C00108,D00699,Nangloi Jat,39.47
BH013135,C00768,D01457,Gorakhpur,43.28
BH013136,C00114,D00381,Muzaffarpur,2.91
BH013137,C00715,D01391,Madurai,83.44
BH013138,C01747,D00649,Mau,64.39
BH013139,C01426,D00603,Agra,42.82
BH013140,C00993,D00056,Ujjain,89.13
BH013141,C00436,D01193,Rajpur Sonarpur,57.29
BH013142,C01982,D01031,Bathinda,58.36
BH013143,C01898,D00016,Orai,48.75
BH013144,C00463,D00461,Adoni,15.2
BH013145,C01162,D01201,Tiruvottiyur,70.49
BH013146,C00667,D00432,Visakhapatnam,8.26
BH013147,C01620,D00323,Howrah,80.8
BH013148,C00038,D00843,Loni,2.69
BH013149,C00934,D00921,Patna,90.65
BH013150,C00558,D01465,Panchkula,7.12
BH013151,C01566,D01002,Jamshedpur,18.73
BH013152,C01384,D01240,Ratlam,16.83
BH013153,C00207,D00247,Udaipur,81.34
BH013154,C01190,D00487,Jehanabad,13.08
BH013155,C01328,D00447,Bhubaneswar,76.19
BH013156,C00274,D00794,Gulbarga,48.5
BH013157,C00394,D00444,Hosur,78.28
BH013158,C01943,D00734,Nagercoil,0.74
BH013159,C01856,D00619,Jabalpur,9.77
BH013160,C00539,D01375,Kishanganj,97.82
BH013161,C00512,D00793,Ozhukarai,53.4
BH013162,C01574,D01193,Thrissur,20.73
BH013163,C00791,D00881,Mirzapur,80.02
BH013164,C01512,D01468,Phusro,51.5
BH013165,C00542,D00206,Surat,80.31
BH013166,C00854,D00778,Suryapet,40.34
BH013167,C01841,D01277,Kharagpur,41.39
BH013168,C01089,D01495,Gulbarga,74.79
BH013169,C01963,D00158,Berhampore,92.02
BH013170,C00084,D01435,Morena,4.96
BH013171,C00738,D01441,Hosur,92.07
BH013172,C01433,D00337,Patna,54.45
BH013173,C00671,D01378,Howrah,83.22
BH013174,C01772,D00183,Jabalpur,91.29
BH013175,C01748,D00524,Guna,26.96
BH013176,C01403,D01014,Srinagar,98.75
BH013177,C01529,D00851,Uluberia,45.41
BH013178,C00219,D00566,Nadiad,96.14
BH013179,C00930,D00873,Nagercoil,61.92
BH013180,C01483,D00281,Aurangabad,79.91
BH013181,C01803,D00949,Shimla,34.76
BH013182,C01552,D01157,Hazaribagh,98.26
BH013183,C01721,D00061,Udupi,95.52
BH013184,C00556,D00447,Bhopal,40.63
BH013185,C01820,D00864,Mehsana,65.78
BH013186,C00699,D00997,Kurnool,11.05
BH013187,C00191,D01249,Haridwar,0.37
BH013188,C01712,D00590,Tadipatri,91.87
BH013189,C00850,D00504,Muzaffarnagar,91.07
BH013190,C00801,D00411,Sangli-Miraj & Kupwad,53.63
BH013191,C00742,D00306,Mango,85.67
BH013192,C00643,D00208,Moradabad,33.25
BH013193,C01592,D00898,Thoothukudi,68.5
BH013194,C00451,D01285,Kharagpur,93.12
BH013195,C01017,D01433,Howrah,43.36
BH013196,C01238,D01025,Orai,61.83
BH013197,C00094,D00554,Kota,66.27
BH013198,C00565,D01006,Noida,92.28
BH013199,C01634,D00779,Hajipur,23.3
BH013200,C01643,D01075,Jalandhar,10.23
BH013201,C00877,D00219,Narasaraopet,18.45
BH013202,C00879,D01110,Panihati,51.04
BH013203,C00635,D00606,Fatehpur,52.65
BH013204,C00803,D00503,Vijayanagaram,31.21
BH013205,C01816,D01481,Nellore,54.87
BH013206,C00479,D01417,Vellore,21.79
BH013207,C00687,D00449,Haridwar,65.92
BH013208,C01540,D01170,Hindupur,20.08
BH013209,C01349,D01007,Hajipur,8.21
BH013210,C00409,D00988,Darbhanga,67.76
BH013211,C00404,D00357,Nagpur,43.1
BH013212,C01670,D00126,Secunderabad,94.62
BH013213,C01837,D00282,Saharsa,16.39
BH013214,C01038,D00104,Dibrugarh,47.48
BH013215,C00609,D00002,Bhiwani,45.62
BH013216,C01701,D01373,Chinsurah,78.87
BH013217,C00913,D00700,Raiganj,74.81
BH013218,C00465,D01302,Jabalpur,88.89
BH013219,C01531,D01470,South Dumdum,48.26
BH013220,C00779,D00037,Ghaziabad,61.01
BH013221,C01991,D00537,Muzaffarpur,55.76
BH013222,C01805,D01362,Begusarai,34.62
BH013223,C01119,D00800,Surat,66.63
BH013224,C01071,D00792,Ahmedabad,66.15
BH013225,C00247,D01321,Rajahmundry,63.46
BH013226,C01539,D01201,Anantapuram,69.62
BH013227,C01395,D00188,Orai,30.44
BH013228,C01081,D00564,Orai,30.74
BH013229,C00561,D00500,Guna,86.53
BH013230,C00400,D01141,Sagar,47.67
BH013231,C01177,D00978,Srikakulam,10.44
BH013232,C00998,D00368,Kota,40.73
BH013233,C00900,D00392,Nangloi Jat,58.98
BH013234,C01659,D01126,Panchkula,38.49
BH013235,C01038,D00104,Vijayanagaram,74.08
BH013236,C00538,D00220,Varanasi,32.88
BH013237,C00177,D01401,Pudukkottai,59.73
BH013238,C00534,D00833,Ratlam,31.32
BH013239,C01199,D00056,Jamalpur,28.94
BH013240,C00756,D00663,Agartala,51.39
BH013241,C00885,D00035,Bulandshahr,31.13
BH013242,C00515,D00112,Ambattur,6.67
BH013243,C00873,D00191,Rajahmundry,67.08
BH013244,C00099,D00547,Kishanganj,25.19
BH013245,C01864,D00992,Pallavaram,30.43
BH013246,C00667,D00432,Meerut,99.93
BH013247,C01009,D00016,Hospet,84.31
BH013248,C00042,D01385,Agra,81.9
BH013249,C00781,D00950,Morena,27.61
BH013250,C01927,D00312,Haldia,37.96
BH013251,C01936,D01093,Bhiwandi,99.37
BH013252,C00719,D00080,Nangloi Jat,22.79
BH013253,C00974,D00440,Thane,89.56
BH013254,C01061,D00761,Jaipur,0.72
BH013255,C01268,D00444,Shahjahanpur,20.16
BH013256,C00147,D01119,Baranagar,50.68
BH013257,C00032,D00885,Kadapa,48.7
BH013258,C01176,D00463,Gudivada,48.19
BH013259,C00210,D00023,Vasai-Virar,90.36
BH013260,C00209,D00771,Hindupur,58.29
BH013261,C00203,D00993,Surendranagar Dudhrej,58.24
BH013262,C01415,D01359,Mathura,32.69
BH013263,C01587,D01123,Panvel,54.26
BH013264,C01757,D00204,Nangloi Jat,38.37
BH013265,C00075,D01299,Kolkata,17.48
BH013266,C00808,D01494,Tiruchirappalli,72.65
BH013267,C01731,D00039,Orai,53.51
BH013268,C00495,D00241,Bharatpur,51.86
BH013269,C00141,D00653,Agra,82.78
BH013270,C00637,D00792,Muzaffarnagar,85.76
BH013271,C01462,D00930,Erode,97.9
BH013272,C01336,D00485,Jabalpur,82.32
BH013273,C01238,D00044,Srikakulam,45.57
BH013274,C00036,D01154,Kirari Suleman Nagar,72.35
BH013275,C00789,D00921,Panihati,25.07
BH013276,C00007,D01305,Muzaffarpur,2.19
BH013277,C00015,D00944,Bhusawal,67.16
BH013278,C00536,D00340,Mira-Bhayandar,71.32
BH013279,C00255,D00049,Madurai,61.02
BH013280,C00098,D00536,Dibrugarh,83.86
BH013281,C00982,D00192,Deoghar,21.1
BH013282,C00059,D01414,Junagadh,49.3
BH013283,C01688,D00505,Ramgarh,23.92
BH013284,C00285,D00684,Bellary,18.33
BH013285,C00424,D00572,Saharsa,22.2
BH013286,C00874,D00107,Shimoga,5.93
BH013287,C01703,D01214,Kolhapur,14.61
BH013288,C01330,D00629,Varanasi,89.06
BH013289,C00680,D00046,Gulbarga,26.04
BH013290,C00479,D01417,Bhiwandi,21.08
BH013291,C01728,D00305,Bidar,16.43
BH013292,C01552,D01157,Dharmavaram,91.09
BH013293,C00533,D00196,Kanpur,5.24
BH013294,C01626,D00266,Madanapalle,86.12
BH013295,C01969,D00498,Bardhaman,88.86
BH013296,C01575,D01170,Bathinda,84.35
BH013297,C00198,D00396,Nizamabad,67.7
BH013298,C00711,D00106,Sambhal,58.74
BH013299,C00607,D00332,Hosur,42.08
BH013300,C01298,D00907,Tirupati,82.4
BH013301,C01465,D00356,Jaipur,61.01
BH013302,C01275,D00306,North Dumdum,15.63
BH013303,C00523,D00583,Noida,70.07
BH013304,C00184,D00429,Hindupur,65.47
BH013305,C00497,D00422,Shahjahanpur,91.69
BH013306,C00793,D01120,Shivpuri,9.11
BH013307,C00142,D01395,Bhusawal,61.49
BH013308,C00183,D00758,Bharatpur,43.42
BH013309,C00860,D00379,Singrauli,71.72
BH013310,C01994,D01410,Akola,69.81
BH013311,C01893,D00863,Tezpur,88.52
BH013312,C00355,D01072,Guwahati,4.07
BH013313,C00846,D00970,Nandyal,54.0
BH013314,C01323,D00231,Tiruppur,16.73
BH013315,C01067,D00175,Saharsa,20.36
BH013316,C01743,D01465,Anand,60.92
BH013317,C01262,D00832,Kochi,53.78
BH013318,C01223,D01157,Agra,92.38
BH013319,C00616,D01031,Gandhinagar,87.6
BH013320,C01152,D00444,Jabalpur,16.72
BH013321,C00668,D00335,Ahmednagar,64.1
BH013322,C00571,D01200,Karawal Nagar,32.21
BH013323,C01222,D01241,Orai,62.27
BH013324,C00939,D00036,Srikakulam,39.81
BH013325,C00645,D00553,Uluberia,16.24
BH013326,C01733,D00872,Baranagar,99.52
BH013327,C00414,D01399,Proddatur,42.82
BH013328,C00836,D01316,Anand,34.71
BH013329,C00930,D00363,Bhagalpur,21.02
BH013330,C01506,D00985,Phusro,7.83
BH013331,C00262,D01099,Bhagalpur,24.54
BH013332,C01319,D00022,Guntakal,96.56
BH013333,C01010,D00768,Ludhiana,78.6
BH013334,C01313,D00416,Varanasi,17.86
BH013335,C00618,D00151,Anantapuram,73.71
BH013336,C00440,D01437,Mahbubnagar,28.85
BH013337,C01589,D00092,Bhilwara,75.45
BH013338,C00930,D00873,Moradabad,56.39
BH013339,C01079,D01304,Pimpri-Chinchwad,61.84
BH013340,C01814,D00582,Karaikudi,56.19
BH013341,C00261,D00814,Hubli–Dharwad,15.07
BH013342,C01777,D00031,Gangtok,21.51
BH013343,C01277,D01043,Pondicherry,93.82
BH013344,C01412,D01398,Bidhannagar,93.2
BH013345,C00696,D00886,Panipat,96.45
BH013346,C00721,D00394,Hubli–Dharwad,49.02
BH013347,C01394,D01424,Gangtok,78.98
BH013348,C00861,D00191,Warangal,94.03
BH013349,C00886,D00347,Delhi,72.38
BH013350,C01312,D00400,Bhavnagar,97.21
BH013351,C00524,D00473,Jamnagar,10.2
BH013352,C00734,D00602,Baranagar,77.95
BH013353,C00851,D00872,Sambalpur,1.72
BH013354,C00096,D00834,Kozhikode,3.89
BH013355,C00437,D01147,Bellary,16.23
BH013356,C01824,D01253,Erode,71.57
BH013357,C00430,D00332,Allahabad,96.12
BH013358,C00219,D00566,Bangalore,9.65
BH013359,C01666,D00742,Kirari Suleman Nagar,59.63
BH013360,C00460,D00657,Akola,19.1
BH013361,C01138,D00077,Jorhat,91.12
BH013362,C00203,D00993,Alwar,97.62
BH013363,C01916,D00757,Machilipatnam,40.93
BH013364,C00473,D01097,Ujjain,13.31
BH013365,C01524,D01322,Panihati,11.38
BH013366,C00541,D00914,Bhalswa Jahangir Pur,20.29
BH013367,C00973,D00904,Bhilwara,33.61
BH013368,C00075,D01299,Rampur,32.18
BH013369,C01710,D00947,Gaya,48.85
BH013370,C01766,D01251,Davanagere,49.37
BH013371,C01025,D00572,Shivpuri,76.58
BH013372,C01967,D01498,Kolhapur,67.9
BH013373,C01309,D01233,Orai,76.16
BH013374,C00206,D01224,Thrissur,17.86
BH013375,C01100,D01139,Patna,18.62
BH013376,C01857,D00537,Davanagere,70.63
BH013377,C00806,D00599,Bhiwandi,33.77
BH013378,C01625,D00784,Meerut,41.45
BH013379,C01394,D01424,Rewa,20.76
BH013380,C01469,D00650,Karaikudi,82.24
BH013381,C01153,D00830,Asansol,8.66
BH013382,C01795,D00387,Rajahmundry,44.44
BH013383,C01163,D00483,Singrauli,24.73
BH013384,C00411,D01340,Hubli–Dharwad,35.4
BH013385,C00698,D00243,Guwahati,13.76
BH013386,C01981,D01473,Gwalior,72.96
BH013387,C00896,D00511,Bhimavaram,77.82
BH013388,C01291,D00929,Muzaffarnagar,0.66
BH013389,C00374,D00427,Ahmednagar,32.97
BH013390,C00583,D00137,Dehri,98.74
BH013391,C01195,D00396,Tadepalligudem,1.45
BH013392,C01254,D01332,Dibrugarh,53.41
BH013393,C01043,D01125,Bongaigaon,59.97
BH013394,C00765,D01477,Nellore,48.17
BH013395,C01149,D01115,Pali,49.54
BH013396,C01166,D00501,Parbhani,56.95
BH013397,C01243,D00791,Aligarh,21.73
BH013398,C01075,D00891,Warangal,99.86
BH013399,C01324,D00488,Bardhaman,88.69
BH013400,C01286,D00099,Jalgaon,56.2
BH013401,C01676,D00889,Sri Ganganagar,46.01
BH013402,C00797,D01094,Khammam,17.33
BH013403,C01973,D01404,Sirsa,8.35
BH013404,C01426,D01253,Durg,3.61
BH013405,C00593,D01093,Dindigul,36.23
BH013406,C00232,D01462,Gurgaon,84.81
BH013407,C00670,D00449,Ramgarh,76.05
BH013408,C01856,D00619,Surendranagar Dudhrej,89.86
BH013409,C01887,D00740,Jamshedpur,21.07
BH013410,C00419,D01240,Raurkela Industrial Township,16.58
BH013411,C00970,D00090,Ballia,13.06
BH013412,C01588,D00355,Solapur,40.84
BH013413,C00890,D01009,Khandwa,80.93
BH013414,C01916,D00757,Bokaro,81.35
BH013415,C01707,D01042,Parbhani,21.25
BH013416,C00183,D00855,Siliguri,16.16
BH013417,C00138,D00705,Nellore,71.24
BH013418,C01422,D00768,Kottayam,35.45
BH013419,C01738,D01206,Tiruchirappalli,30.47
BH013420,C01262,D00832,Muzaffarnagar,84.24
BH013421,C00424,D00572,Kavali,73.41
BH013422,C01402,D01474,Ozhukarai,74.91
BH013423,C00161,D00034,Gwalior,33.99
BH013424,C00899,D00235,Ramgarh,6.64
BH013425,C00093,D01424,Jaunpur,68.03
BH013426,C01355,D00469,Munger,46.09
BH013427,C01175,D00588,Haldia,4.15
BH013428,C01886,D00120,Bhind,54.58
BH013429,C01185,D00189,Morena,54.8
BH013430,C01249,D01315,Sagar,60.79
BH013431,C00680,D00046,Darbhanga,20.38
BH013432,C01847,D00835,Tumkur,18.83
BH013433,C00537,D00452,Malegaon,76.91
BH013434,C00343,D01038,Gaya,16.88
BH013435,C01449,D01393,Gandhinagar,4.54
BH013436,C00285,D00684,Vasai-Virar,75.66
BH013437,C01834,D01095,Tiruppur,10.75
BH013438,C00092,D00796,Bihar Sharif,4.78
BH013439,C01177,D01086,Gopalpur,31.7
BH013440,C01635,D01099,Dehradun,74.52
BH013441,C00598,D00807,Agartala,35.83
BH013442,C00123,D00379,Ramagundam,34.87
BH013443,C01363,D00748,Warangal,70.4
BH013444,C01382,D00325,Patna,47.92
BH013445,C00559,D00473,Pune,97.03
BH013446,C01410,D01074,Ambattur,90.89
BH013447,C01605,D01317,Firozabad,25.47
BH013448,C01821,D01311,Dindigul,17.18
BH013449,C00844,D01218,Bhilwara,45.22
BH013450,C00656,D01463,Ongole,68.93
BH013451,C01433,D00337,Ramgarh,28.54
BH013452,C00434,D01142,Nandyal,92.82
BH013453,C00815,D00554,Gulbarga,84.73
BH013454,C00260,D01192,Kollam,2.62
BH013455,C01955,D00359,Begusarai,45.35
BH013456,C01450,D00460,Haldia,13.82
BH013457,C01378,D01142,Medininagar,92.91
BH013458,C01433,D00534,Suryapet,52.79
BH013459,C00692,D00167,Munger,18.57
BH013460,C01626,D00266,Orai,50.31
BH013461,C00363,D00496,Udupi,56.84
BH013462,C01123,D00826,Anand,16.55
BH013463,C00629,D00818,Solapur,38.98
BH013464,C01917,D00781,Chittoor,88.37
BH013465,C01597,D00083,Pondicherry,3.91
BH013466,C01648,D01212,Deoghar,0.16
BH013467,C00017,D00692,Bhilwara,58.69
BH013468,C00032,D00921,Gopalpur,67.41
BH013469,C00734,D00628,Kanpur,83.1
BH013470,C01406,D01019,Sri Ganganagar,62.27
BH013471,C00154,D00860,Bikaner,34.16
BH013472,C00437,D01147,Buxar,11.73
BH013473,C00113,D00409,Silchar,67.07
BH013474,C00718,D00635,Ballia,23.92
BH013475,C01226,D01194,Motihari,0.17
BH013476,C00798,D01132,Berhampore,30.84
BH013477,C01326,D01119,Uluberia,46.77
BH013478,C00981,D01253,Aligarh,55.03
BH013479,C00369,D00138,Pondicherry,19.83
BH013480,C00177,D01267,Bhavnagar,13.84
BH013481,C01403,D01360,South Dumdum,32.33
BH013482,C00492,D00390,Kadapa,2.48
BH013483,C00409,D00988,Berhampur,33.67
BH013484,C00784,D01336,Dindigul,27.16
BH013485,C01564,D00656,Maheshtala,91.62
BH013486,C00138,D00705,Bahraich,92.4
BH013487,C00484,D00467,Lucknow,92.3
BH013488,C00731,D00806,Arrah,59.48
BH013489,C01031,D00111,Orai,61.02
